Index,molecule_chembl_id,IC50,units,smiles,pIC50
567,CHEMBL476579,6600,uM,Cc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCCCC2)cc1,5.18045606445813
568,CHEMBL518431,710,uM,O=c1c2ccccc2ncn1-c1ccc(OCCCN2CCCC2)cc1,6.14874165128092
569,CHEMBL476322,350,uM,Cc1nc2c(C(F)(F)F)cccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,6.45593195564972
570,CHEMBL477364,2600,uM,Cc1nc2cc(C(F)(F)F)ccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.58502665202918
571,CHEMBL477363,8100,uM,Cc1nc2cccc(Cl)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.09151498112135
572,CHEMBL476106,6000,uM,Cc1nc2cc(F)ccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.22184874961636
573,CHEMBL479252,2500,uM,Cc1nc2ccc(F)cc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.60205999132796
574,CHEMBL478616,1600,uM,Cc1cccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc12,5.79588001734408
575,CHEMBL478615,6700,uM,Cc1ccc2c(=O)n(-c3ccc(OCCCN4CCCC4)cc3)c(C)nc2c1,5.17392519729917
576,CHEMBL479242,6600,uM,Cc1cccc2nc(C)n(-c3ccc(OCCCN4CCCC4)cc3)c(=O)c12,5.18045606445813
577,CHEMBL479241,1100,uM,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccc(OCCCN2CCCC2)cc1,5.95860731484178
578,CHEMBL479036,3900,uM,CC(C)c1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.4089353929735
579,CHEMBL515004,2800,uM,CCCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.55284196865778
580,CHEMBL476723,5000,uM,CCc1nc2ccccc2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1,5.30102999566398
581,CHEMBL477567,5500,uM,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)n2)n1C(C)C,5.25963731050576
582,CHEMBL515001,11000,uM,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C,4.95860731484178
583,CHEMBL476993,18000,uM,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C,4.74472749489669
584,CHEMBL514384,8400,uM,COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,5.07572071393812
585,CHEMBL477785,18000,uM,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C,4.74472749489669
586,CHEMBL468397,178,uM,COC(=O)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(c1ccc(Br)cc1)C(C)C,6.74957999769111
587,CHEMBL476954,24700,nM,CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CCNC1,4.60730304674033
588,CHEMBL513139,40200,nM,CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1,4.39577394691553
589,CHEMBL468176,500,uM,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,6.30102999566398
590,CHEMBL470753,2000,uM,c1ccc2sc(Oc3ccc(CCN4CCCCC4)cc3)nc2c1,5.69897000433602
591,CHEMBL479382,30000,uM,CC(=O)OCC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,4.52287874528034
592,CHEMBL480131,20000,uM,CC(=O)NC1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,4.69897000433602
593,CHEMBL518155,24000,uM,O=C1OCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,4.61978875828839
594,CHEMBL480130,15000,uM,O=C1CCCN1C1CCN(Cc2ccc(Oc3nc4ccccc4s3)cc2)CC1,4.82390874094432
595,CHEMBL482057,5000,uM,CC(=O)OCC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5.30102999566398
596,CHEMBL520942,9000,uM,CC(=O)NC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5.04575749056068
597,CHEMBL482056,500,uM,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,6.30102999566398
598,CHEMBL482058,1000,uM,O=C1CCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,6
599,CHEMBL446514,3000,uM,OC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5.52287874528034
600,CHEMBL481863,1000,uM,c1ccc2oc(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,6
601,CHEMBL470929,1800,uM,O=C1CCCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5.74472749489669
602,CHEMBL472138,2700,uM,O=C1OCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1,5.56863623584101
603,CHEMBL452864,8500,nM,C1=C(CS/C(=N\C2CCCCC2)NC2CCCCC2)N2CCN=C2S1,5.07058107428571
604,CHEMBL460491,13240,nM,CC1(C)CN2C(CS/C(=N\C3CCCCC3)NC3CCCCC3)=CSC2=N1,4.87811201489632
605,CHEMBL488436,3200,uM,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,5.49485002168009
606,CHEMBL488084,17000,uM,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C,4.76955107862173
607,CHEMBL488085,18000,uM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)cc3)n2)n1C(C)C,4.74472749489669
608,CHEMBL487066,7000,uM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,5.15490195998574
609,CHEMBL509881,20000,uM,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)cc3)ncc2F)n1C(C)C,4.69897000433602
610,CHEMBL453655,12000,uM,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1,4.92081875395238
611,CHEMBL453862,11000,uM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)cc3)ncc2F)n1C(C)C,4.95860731484178
612,CHEMBL455427,10000,uM,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)c(F)c3)n2)n1C(C)C,5
613,CHEMBL455428,16000,uM,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,4.79588001734408
614,CHEMBL510436,3000,uM,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,5.52287874528034
615,CHEMBL455429,20000,uM,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,4.69897000433602
616,CHEMBL455651,19000,uM,CNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1F,4.72124639904717
617,CHEMBL454648,6000,uM,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,5.22184874961636
618,CHEMBL443922,2120,nM,CN(C)Cc1ccccc1Oc1ccc(Cl)c(Cl)c1,5.67366413907125
619,CHEMBL488060,5570,nM,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,5.25414480482627
620,CHEMBL488912,3880,nM,CNCc1ccccc1Oc1ccc(Cl)c(Cl)c1,5.41116827440579
621,CHEMBL450714,3020,nM,CSc1ccc(Oc2ccccc2CN(C)C)cc1,5.51999305704285
622,CHEMBL487053,900,nM,CC(c1ccccc1Oc1ccc(Cl)c(Cl)c1)N(C)C,6.04575749056068
623,CHEMBL488069,1120,nM,CN(C)Cc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1,5.95078197732982
624,CHEMBL488021,20000,nM,CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1,4.69897000433602
625,CHEMBL488260,1190,nM,CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)c(Cl)c1,5.92445303860747
626,CHEMBL488261,1240,nM,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(Cl)c1,5.90657831483776
627,CHEMBL488437,6830,nM,CNC(C)c1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,5.16557929631847
628,CHEMBL487223,3010,nM,CNCc1ccc(F)cc1Oc1ccc(Cl)c(Cl)c1,5.52143350440616
629,CHEMBL487221,3850,nM,CNC(C)c1ccccc1Oc1ccc(Cl)c(Cl)c1,5.4145392704915
630,CHEMBL488434,7390,nM,CNCc1cc(F)ccc1Oc1ccc(Cl)cc1,5.13135556160517
631,CHEMBL444203,5230,nM,CNC(C)c1cc(F)ccc1Oc1ccc(Cl)cc1,5.28149831113273
632,CHEMBL455511,3390,nM,Cc1ccc(Oc2ccc(Cl)c(Cl)c2)c(CN(C)C)c1,5.46980030179692
633,CHEMBL451137,974,nM,CNCc1ccc(Br)cc1Oc1ccc(Cl)c(Cl)c1,6.01144104312138
634,CHEMBL488435,1620,nM,CNCc1cc(Br)ccc1Oc1ccc(Cl)c(Cl)c1,5.79048498545737
635,CHEMBL487188,10100,nM,CNCc1cc(OC)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,4.99567862621736
636,CHEMBL455423,234,nM,COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,6.63078414258986
637,CHEMBL451076,4560,nM,CNCc1cc(C#N)ccc1Oc1ccc(Cl)c(Cl)c1,5.34103515733557
638,CHEMBL455424,4800,nM,CNCc1cc(S(=O)(=O)NC)ccc1Oc1ccc(Cl)c(Cl)c1,5.31875876262441
639,CHEMBL455425,1480,nM,CNCc1cc(C)c(C)cc1Oc1ccc(Cl)c(Cl)c1,5.82973828460504
640,CHEMBL510435,1310,nM,CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,5.88272870434424
641,CHEMBL455426,5440,nM,CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,5.26440110030182
642,CHEMBL507884,1310,nM,CNCc1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,5.88272870434424
643,CHEMBL455675,3210,nM,CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1,5.49349496759513
644,CHEMBL500329,692,nM,CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,6.15989390554324
645,CHEMBL448461,4670,nM,CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,5.33068311943389
646,CHEMBL442923,8290,nM,CNCc1cc(F)ccc1Oc1ccc(F)c(Cl)c1,5.08144546944973
647,CHEMBL453630,3030,nM,CNC(C)c1cc(C(F)(F)F)ccc1Oc1ccc(Cl)c(Cl)c1,5.5185573714977
648,CHEMBL453631,2690,nM,CNC(C)c1cc(C)ccc1Oc1ccc(Cl)c(Cl)c1,5.57024771999759
649,CHEMBL527094,785,nM,CNC(C)c1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,6.10513034325475
650,CHEMBL454657,2150,nM,CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,5.66756154008439
651,CHEMBL507075,5110,nM,CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)cc1,5.29157909986529
652,CHEMBL472388,10400,nM,CNCc1cc(C(F)(F)F)ccc1Oc1ccc(C)cc1,4.98296666070122
653,CHEMBL475121,1740,nM,CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,5.7594507517174
654,CHEMBL447864,1640,nM,CNCc1ccc(Cl)cc1Oc1ccc(C)cc1,5.7851561519523
655,CHEMBL507721,4560,nM,CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,5.34103515733557
656,CHEMBL449542,1150,nM,CCc1cc(Oc2cc(Cl)ccc2CNC)ccc1Cl,5.93930215964639
657,CHEMBL462387,645,nM,CNCc1ccc(Cl)cc1Oc1ccc(Cl)cc1,6.19044028536473
658,CHEMBL461631,3690,nM,CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1,5.43297363384094
659,CHEMBL513629,2470,nM,CNC(C)c1ccc(Cl)cc1Oc1ccc(C)c(C)c1,5.60730304674033
660,CHEMBL462225,5230,nM,CNCc1cc(Cl)ccc1Oc1ccc(C)c(C)c1,5.28149831113273
661,CHEMBL505091,3120,nM,CNCc1cc(Cl)ccc1Oc1ccc(Cl)c(Cl)c1,5.50584540598156
662,CHEMBL462226,4790,nM,CNCc1cc(Cl)ccc1Oc1ccc(Cl)cc1,5.31966448658544
663,CHEMBL451330,1060,nM,CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1,5.97469413473523
664,CHEMBL452091,1780,nM,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,5.74957999769111
665,CHEMBL449048,2110,nM,CNCc1ccc(Cl)cc1Oc1cccc(Cl)c1,5.67571754470231
666,CHEMBL455184,3040,nM,CNCc1ccc(Cl)cc1Oc1ccc(F)c(C)c1,5.51712641639125
667,CHEMBL453879,2110,nM,CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,5.67571754470231
668,CHEMBL453880,873,nM,CNCc1ccc(Cl)cc1Oc1ccc(F)c(C(F)(F)F)c1,6.05898575629443
669,CHEMBL445754,1230,nM,CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1,5.9100948885606
670,CHEMBL454642,7900,uM,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(F)cccc2c1=O,5.10237290870956
671,CHEMBL453894,350,uM,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(C(F)(F)F)cccc2c1=O,6.45593195564972
672,CHEMBL453893,1100,uM,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2c(Cl)cccc2c1=O,5.95860731484178
673,CHEMBL508712,2000,uM,Cc1cccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,5.69897000433602
674,CHEMBL454879,4300,uM,COc1ccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc2c1,5.36653154442041
675,CHEMBL453654,3800,uM,COc1ccc2nc(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)n(C)c(=O)c2c1,5.42021640338319
676,CHEMBL455681,2900,uM,Cn1c(-c2ccc(OC3CCN(C4CCCC4)CC3)cc2)nc2ccccc2c1=O,5.53760200210104
677,CHEMBL488249,5600,uM,Cn1c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)nc2ccccc2c1=O,5.2518119729938
678,CHEMBL488248,2900,uM,Cn1c(-c2ccc(OCCCN3CCCC3)cc2)nc2ccccc2c1=O,5.53760200210104
679,CHEMBL487060,460,uM,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1-c1ccccc1,6.33724216831843
680,CHEMBL487059,170,uM,O=c1c2ccccc2nc(-c2ccc(OCCCN3CCCCC3)cc2)n1Cc1ccccc1,6.76955107862173
681,CHEMBL488251,3000,uM,CC(C)n1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,5.52287874528034
682,CHEMBL487230,1800,uM,CCCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,5.74472749489669
683,CHEMBL519067,1700,uM,CCn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,5.76955107862173
684,CHEMBL487064,2800,uM,Cn1c(-c2ccc(OCCCN3CCCCC3)cc2)nc2ccccc2c1=O,5.55284196865778
685,CHEMBL505914,15700,nM,CN1CC(C)(NC(=O)Nc2cccc(-c3nnnn3C)c2)C(CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O.Cl,4.80410034759077
686,CHEMBL495702,1600,uM,Nc1ccc(-c2cccs2)cc1N,5.79588001734408
687,CHEMBL473485,1500,uM,Nc1ccc(-c2ccsc2)cc1N,5.82390874094432
688,CHEMBL474890,1597,nM,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,5.79669508386152
689,CHEMBL514304,1492,nM,Nc1ccc(-c2ccsc2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,5.82623117686335
690,CHEMBL473271,183,nM,Nc1ccc(-c2ccccc2F)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,6.73754891026957
691,CHEMBL473475,167,nM,Nc1ccc(-c2cccc(F)c2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,6.77728352885242
692,CHEMBL473478,237,nM,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)c1ccc(CN2CCC3(CCNC3)CC2)cc1,6.6252516539899
693,CHEMBL473479,25090,nM,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,4.60049933868539
694,CHEMBL473484,12390,nM,Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc(C(=O)N2CCC3(CCCN3)CC2)cc1,4.90692869362394
695,CHEMBL471623,9800,nM,Cc1cccc(C)c1C(=O)N1CCC(N2CC[C@@H](N(Cc3ccccc3)C(=O)C3CC3)C2)CC1,5.00877392430751
696,CHEMBL472260,3410,nM,Cc1cccc(C)c1C(=O)N1CCC(N2CCC(N(Cc3ccccc3)C(=O)C3CCC3)CC2)CC1,5.4672456210075
697,CHEMBL459357,86000,uM,CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,4.06550154875643
698,CHEMBL445949,76000,uM,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O.O=C(O)C(F)(F)F,4.11918640771921
699,CHEMBL60889,4800,uM,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,5.31875876262441
700,CHEMBL460009,4.7,nM,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(n2cc(-c3ccccc3)[nH]c2=O)CC1,8.32790214206428
701,CHEMBL460217,117,nM,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2[nH]ncc2-c2ccncc2)CC1,6.93181413825384
702,CHEMBL456019,248,nM,CCN(C(=O)Cc1ccc(OC)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC1)c1ccccc1,6.60554831917378
703,CHEMBL469542,849,nM,Cc1nnc(C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,6.07109230975605
704,CHEMBL459600,1650,nM,CC(C)c1noc(C2CCN(C(C)C[C@H](NC(=O)C3CCC3)c3ccccc3)CC2)n1,5.78251605578609
705,CHEMBL459598,3100,nM,CC(C[C@H](NC(=O)C1CCC1)c1ccccc1)N1CCC(c2nnc(CN(C)C)o2)CC1,5.50863830616573
706,CHEMBL469724,4000,nM,Cc1nnc(C(C)C)n1C1CCN(C(C)C[C@H](NC(=O)C2CCC2)c2ccccc2)CC1,5.39794000867204
707,CHEMBL494230,23,nM,Cc1c(CNC(C)C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,7.63827216398241
708,CHEMBL512827,23,nM,Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,7.63827216398241
709,CHEMBL468937,2900,nM,Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1cccnc1,5.53760200210104
710,CHEMBL492396,23000,nM,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1cccnc1,4.63827216398241
711,CHEMBL492585,2700,nM,Cc1c(CNC2CCCC2)nn(-c2ncccc2Cl)c1-c1ccc(Cl)nc1,5.56863623584101
712,CHEMBL494767,16000,nM,Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)cn1,4.79588001734408
713,CHEMBL494406,9000,nM,Cc1cncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)c1,5.04575749056068
714,CHEMBL468307,1200,nM,Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncc(Cl)cc2Cl)cn1,5.92081875395238
715,CHEMBL513855,30000,nM,Cc1ccc(-c2c(C)c(CNC3CCCC3F)nn2-c2ncccc2Cl)cn1,4.52287874528034
716,CHEMBL468308,29000,nM,Cc1ccc(-c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2-c2ncccc2Cl)cn1,4.53760200210104
717,CHEMBL468518,21000,nM,Cc1ccc(-c2c(C)c(CNC3CCC(F)(F)C3)nn2-c2ncccc2Cl)cn1,4.67778070526608
718,CHEMBL512975,23000,nM,Cc1ncc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2Cl)cc1F,4.63827216398241
719,CHEMBL466648,41000,nM,Cc1ncc(-c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2-c2ncccc2Cl)cc1F,4.38721614328026
720,CHEMBL2112075,3000,uM,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N.Cl,5.52287874528034
721,CHEMBL504479,3500,uM,COc1ccc(CC(C)(C)NCC(O)COc2ccccc2C#N)cc1,5.45593195564972
722,CHEMBL523475,3600,uM,COc1ccc(CC(C)(C)NCC(O)COc2cccc(Cl)c2C#N)cc1,5.44369749923271
723,CHEMBL486278,11800,uM,COc1ccc(CC(C)(C)NC[C@H](O)COc2cccc3[nH]c(=O)[nH]c23)cc1,4.92811799269388
724,CHEMBL466702,4900,nM,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,5.30980391997149
725,CHEMBL466112,3000,nM,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2C)CC1,5.52287874528034
726,CHEMBL466307,8500,nM,CCN1CCN(c2cc3[nH]c(C(=O)C4(C)CCC(=O)CC4)nc3cc2Cl)CC1,5.07058107428571
727,CHEMBL466308,20000,nM,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@@](C)(O)CC4)nc3cc2Cl)CC1,4.69897000433602
728,CHEMBL511742,3100,nM,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(C)CC[C@](C)(O)CC4)nc3cc2Cl)CC1,5.50863830616573
729,CHEMBL467533,11000,nM,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(CC)CC[C@@](C)(O)CC4)nc3cc2Cl)CC1,4.95860731484178
730,CHEMBL494350,1600,nM,C[C@@H]1CN(CCO)CCN1c1cc2[nH]c(SC(C)(C)C)nc2cc1Cl,5.79588001734408
731,CHEMBL468504,990,nM,CCN1CCN(c2cc3[nH]c(SC(C)(C)C)nc3cc2Cl)[C@H](C)C1,6.00436480540245
732,CHEMBL466222,3900,nM,CCOC(=O)N1CCC(C)(Sc2nc3cc(Cl)c(N4CCN(CC)CC4)cc3[nH]2)CC1,5.4089353929735
733,CHEMBL468301,1500,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,5.82390874094432
734,CHEMBL468302,3500,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](NC(=O)OC)CC4)nc3cc2Cl)CC1,5.45593195564972
735,CHEMBL467473,2000,nM,CCN1CCN(c2cc3[nH]c(SC4(C)CCC(NC(=O)OC)C4)nc3cc2Cl)CC1,5.69897000433602
736,CHEMBL466448,4400,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnn(C)n5)CC4)nc3cc2Cl)CC1,5.35654732351381
737,CHEMBL511205,6300,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnnn5C)CC4)nc3cc2Cl)CC1,5.20065945054642
738,CHEMBL466252,380,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nc(C)no5)CC4)nc3cc2Cl)CC1,6.42021640338319
739,CHEMBL467279,3400,nM,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnco5)CC4)nc3cc2Cl)CC1,5.46852108295775
740,CHEMBL564840,25000,uM,Cl.O=c1n(C[C@@H](O)CO)c2ccccc2n1C1CCN(C[C@H]2[C@H]3CC[C@H](C3)C23CC3)CC1,4.60205999132796
741,CHEMBL564919,2200,nM,CCN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1cccc(OC(F)(F)F)c1)C(=O)c1cn(C)cn1,5.65757731917779
742,CHEMBL560750,530,nM,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)C[C@H]2[C@@H]3CN(CC4CC4)C[C@@H]32)c1,6.27572413039921
743,CHEMBL556247,3800,nM,CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1cccc(OC(F)(F)F)c1)C(=O)c1cn(C)cn1,5.42021640338319
744,CHEMBL563220,460,nM,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)C[C@H]2[C@@H]3CN(CC4CCCC4)C[C@@H]32)c1,6.33724216831843
745,CHEMBL563251,8500,nM,CN1C[C@@H]2[C@H](C1)[C@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1,5.07058107428571
746,CHEMBL560289,14600,nM,Cn1cnc(C(=O)N(Cc2ccc(F)c(Cl)c2)C[C@H]2[C@@H]3CNC[C@@H]32)c1,4.83564714421556
747,CHEMBL563761,65600,nM,Cn1cnc(C(=O)N(Cc2cccc(Cl)c2)[C@H]2CC[C@@H](N)CC2)c1,4.18309616062434
748,CHEMBL519266,773000,uM,CC[C@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,3.11182050608168
749,CHEMBL559456,5180,nM,Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl,5.28567024025477
750,CHEMBL549825,6610,nM,Clc1cccc(OC(c2cccnc2)[C@@H]2CCCNC2)c1Cl,5.17979854051436
751,CHEMBL563495,10000,nM,Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl,5
752,CHEMBL541226,950,nM,Clc1cccc(OC(c2ccccc2)C2CCNCC2)c1Cl,6.02227639471115
753,CHEMBL561379,27000,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nnco2)CC1,4.56863623584101
754,CHEMBL552402,8200,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nc3ccccc3o2)CC1,5.08618614761628
755,CHEMBL561788,6000,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccccc3C(F)(F)F)no2)CC1,5.22184874961636
756,CHEMBL551058,9000,uM,CS(=O)(=O)c1ccc(-c2noc(C3CCN(C(=O)NC4CC4c4ccccc4)CC3)n2)cc1,5.04575749056068
757,CHEMBL564757,2000,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cccnc3)no2)CC1,5.69897000433602
758,CHEMBL556487,10000,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3ccncc3)no2)CC1,5
759,CHEMBL557032,27000,uM,O=C(NC1CC1c1ccccc1)N1CCC(c2nc(-c3cnccn3)no2)CC1,4.56863623584101
