,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
8055,5080755,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,86.0,
8056,5080761,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL551786,Cc1cccc(C)c1NC(=O)NCCCNC(C)C,CHEMBL3879801,Homo sapiens,Fu,%,=,86.0,
8057,5080762,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CHEMBL3879801,Homo sapiens,Fu,%,=,86.0,
8058,5080764,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL222813,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL3879801,Homo sapiens,Fu,%,=,86.0,
8059,5080766,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL88,O=P1(N(CCCl)CCCl)NCCCO1,CHEMBL3879801,Homo sapiens,Fu,%,=,87.0,
8060,5080771,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,87.0,
8061,5080775,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,CHEMBL3879801,Homo sapiens,Fu,%,=,87.0,
8062,5080776,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL553025,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,CHEMBL3879801,Homo sapiens,Fu,%,=,87.0,
8063,5080778,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,88.0,
8064,5080779,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL3879801,Homo sapiens,Fu,%,=,88.0,
8065,5080783,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,88.0,
8066,5080785,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,89.0,
8067,5080791,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL3879801,Homo sapiens,Fu,%,=,89.0,
8068,5080794,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1097,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,90.0,
8069,5080795,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,90.0,
8070,5080803,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1517,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,90.0,
8071,5080804,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL671,S=P(N1CC1)(N1CC1)N1CC1,CHEMBL3879801,Homo sapiens,Fu,%,=,90.0,
8072,5080807,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,CHEMBL3879801,Homo sapiens,Fu,%,=,90.0,
8073,5080810,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,CHEMBL3879801,Homo sapiens,Fu,%,=,91.0,
8074,5080816,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL389847,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,91.0,
8075,5080817,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,92.0,
8076,5080818,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1046,NCCCCCC(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,92.0,
8077,5080819,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL285347,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,92.0,
8078,5080826,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,CHEMBL3879801,Homo sapiens,Fu,%,=,93.0,
8079,5080828,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL266349,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,93.0,
8080,5080829,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL19236,COc1nc(C)nc(Cl)c1NC1=NCCN1,CHEMBL3879801,Homo sapiens,Fu,%,=,93.0,
8081,5080831,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL483,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,93.0,
8082,5080833,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL24,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,94.0,
8083,5080838,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL108111,N=C(N)c1ccc(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC(OCC(=O)O)CC2)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,94.0,
8084,5080839,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL141,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,94.0,
8085,5080844,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CHEMBL3879801,Homo sapiens,Fu,%,=,95.0,
8086,5080846,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,CHEMBL3879801,Homo sapiens,Fu,%,=,95.0,
8087,5080849,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL272080,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O,CHEMBL3879801,Homo sapiens,Fu,%,=,95.0,
8088,5080851,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL3,CN1CCC[C@H]1c1cccnc1,CHEMBL3879801,Homo sapiens,Fu,%,=,95.0,
8089,5080853,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL3879801,Homo sapiens,Fu,%,=,95.0,
8090,5080856,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL484,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,96.0,
8091,5080858,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL278255,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,CHEMBL3879801,Homo sapiens,Fu,%,=,96.0,
8092,5080861,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,CHEMBL3879801,Homo sapiens,Fu,%,=,96.0,
8093,5080865,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL95804,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,96.0,
8094,5080867,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1467,Oc1ncnc2[nH]ncc12,CHEMBL3879801,Homo sapiens,Fu,%,=,97.0,
8095,5080869,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL940,NCC1(CC(=O)O)CCCCC1,CHEMBL3879801,Homo sapiens,Fu,%,=,97.0,
8096,5080872,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3879801,Homo sapiens,Fu,%,=,97.0,
8097,5080876,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL75753,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,CHEMBL3879801,Homo sapiens,Fu,%,=,97.0,
8098,5080879,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201300,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,98.0,
8099,5080882,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1614663,CC(=O)O[C@H]1C[C@]2(C)CC[C@H]3[C@@H]4C[C@H](N5CC[N+](C)(C)CC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1.[Br-].[Br-],CHEMBL3879801,Homo sapiens,Fu,%,=,98.0,
8100,5080886,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL182,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CHEMBL3879801,Homo sapiens,Fu,%,=,99.0,
8101,5080887,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1725,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,99.0,
8102,5080888,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1384,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,99.0,
8103,5080895,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL820,CS(=O)(=O)OCCCCOS(C)(=O)=O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8104,5080897,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1351,,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8105,5080900,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL5314375,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8106,5080903,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL476,CN(C)/N=N/c1[nH]cnc1C(N)=O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8107,5080904,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201129,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8108,5080905,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1738,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8109,5080906,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201220,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8110,5080911,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1463,Nc1nc(=O)[nH]cc1F,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8111,5080914,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1757,C[C@@H]1O[C@@H]1P(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8112,5080915,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1200457,,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8113,5080917,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL888,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8114,5080920,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL6067485,,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8115,5080921,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL467,NC(=O)NO,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8116,5080922,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1024,O=P1(NCCCl)OCCCN1CCCl,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8117,5080924,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1200455,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8118,5080925,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1200932,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8119,5080927,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL64,NNC(=O)c1ccncc1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8120,5080930,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1311,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8121,5080934,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1237,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8122,5080935,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1200826,O=C([O-])[O-].[Li+].[Li+],CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8123,5080940,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL979,CCCC(C)(COC(N)=O)COC(N)=O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8124,5080944,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1431,CN(C)C(=N)NC(=N)N,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8125,5080945,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1736,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8126,5080947,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8127,5080949,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1572,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8128,5080953,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1115,CN(C)C(=O)Oc1ccc[n+](C)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8129,5080955,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8130,5080958,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8131,5080962,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1747,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,100.0,
8132,6382492,CHEMBL1837731,Fraction unbound in human blood,A,CHEMBL1835071,Cc1ccc(Nc2nc(N[C@@H]3CCOC[C@@H]3N)ncc2C(N)=O)cc1,CHEMBL613416,Homo sapiens,Fu,%,=,13.0,
8133,6390867,CHEMBL1839688,Unbound fraction in human plasma,A,CHEMBL1835918,Cc1ccc(N2CC(COc3ccc(-c4noc(C)n4)cc3)C2)nn1,CHEMBL613424,Homo sapiens,Fu,%,=,6.0,
8134,6390892,CHEMBL1839688,Unbound fraction in human plasma,A,CHEMBL29609,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,CHEMBL613424,Homo sapiens,Fu,%,=,0.13,
8135,8021597,CHEMBL1947985,Fraction unbound in human,A,CHEMBL1946807,CC(c1nnc(-c2cccc(F)c2)o1)N1CC(C)(C)C(Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,0.8250000000000001,
8136,8021598,CHEMBL1947985,Fraction unbound in human,A,CHEMBL1946808,C[C@@H](c1nnc(-c2ccccc2)o1)N1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,1.81,
8137,8021599,CHEMBL1947985,Fraction unbound in human,A,CHEMBL1946809,CC1(C)CN(Cc2nnc(-c3ccccc3)o2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,1.27,
8138,8021600,CHEMBL1947985,Fraction unbound in human,A,CHEMBL1946811,CC1(C)CN(CCC#N)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,22.6,
8139,10915248,CHEMBL2038291,Fraction unbound in human plasma,A,CHEMBL2036730,O=C(O)C[C@H]1CC[C@H](c2ccc(NC(=O)c3nnc(Nc4ccc(F)c(F)c4)o3)cc2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,0.3,
8143,13374210,CHEMBL2404490,Fraction unbound in human plasma,A,CHEMBL1213165,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],CHEMBL613424,Homo sapiens,Fu,%,=,0.7000000000000001,
8144,13375619,CHEMBL2404490,Fraction unbound in human plasma,A,CHEMBL2403238,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,CHEMBL613424,Homo sapiens,Fu,%,=,0.4,
8145,13880468,CHEMBL3107665,Fraction unbound in human,A,CHEMBL3104636,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,CHEMBL3879801,Homo sapiens,Fu,%,<,0.1,
8148,15447458,CHEMBL3540996,Drug metabolism in human liver microsomes assessed as dextrorphan formation measured as plasma fraction unbound,A,CHEMBL52440,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,CHEMBL2367379,Homo sapiens,Fu,%,=,72.0,
8149,15468894,CHEMBL3539073,Fraction unbound in human liver microsomes at 1 to 250 uM after 10 mins by ultrafiltration method in absence of fatty acid free BSA,A,CHEMBL3527359,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,CHEMBL2367379,Homo sapiens,Fu,%,=,87.3,
8150,15602367,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578271,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,0.2,
8151,15602368,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578274,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,0.2,
8152,15602369,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578276,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,3.4000000000000004,
8153,15602370,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3576885,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cc[nH]n4)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,4.0,
8154,15602371,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578285,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(N4CCOCC4)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,9.3,
8155,15602372,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578286,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,0.2,
8156,15602373,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578293,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(C(F)(F)F)cccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,0.2,
8157,15602374,CHEMBL3579310,Fraction unbound in 10% human plasma,A,CHEMBL3578295,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(NS(C)(=O)=O)cccc3[nH]2)C1=O,CHEMBL613424,Homo sapiens,Fu,%,=,5.800000000000001,
8158,15617399,CHEMBL3584645,Unbound fraction in human plasma,A,CHEMBL3580759,CN1CCN(C(=O)C[C@H](NC(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)c2nc(-c3ccc4[nH]c(=O)cc(O)c4c3)c(Cl)[nH]2)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,8.0,
8161,16672482,CHEMBL3855751,Fraction unbound in human plasma at 1 uM after 5 hrs by rapid equilibrium dialysis based LC-MS/MS analysis,A,CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,CHEMBL612558,Homo sapiens,Fu,%,=,1.0999999999999999,
8174,18399794,CHEMBL4149872,Fraction unbound in human plasma,A,CHEMBL4111330,O=C1[C@H](N2CCC(c3ccc(O)cc3)CC2)CCN1Cc1ccc(F)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
8175,18399843,CHEMBL4149872,Fraction unbound in human plasma,A,CHEMBL3892956,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,6.0,
8186,19445942,CHEMBL4432568,Unbound fraction in human plasma,A,CHEMBL4078100,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,23.0,
8187,19445943,CHEMBL4432568,Unbound fraction in human plasma,A,CHEMBL4472759,C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(N(C)C)n4n3)CC2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,16.0,
8188,19445944,CHEMBL4432568,Unbound fraction in human plasma,A,CHEMBL4591500,COc1nnc2ccc(N3CCC(c4ccc(OCCN5[C@H](C)CN(C(C)=O)C[C@@H]5C)cc4)CC3)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,19.0,
8189,19445945,CHEMBL4432568,Unbound fraction in human plasma,A,CHEMBL4447492,COc1nnc2ccc(N3CCC(c4ccc(CCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,25.0,
8190,19445946,CHEMBL4432568,Unbound fraction in human plasma,A,CHEMBL4453435,COc1nnc2ccc(N3CCC(c4ccc(N5CC(CN6CCN(C)C(=O)[C@H]6C)C5)cc4)CC3)nn12,CHEMBL612558,Homo sapiens,Fu,%,=,32.0,
8191,20609325,CHEMBL4605705,Fraction unbound in human plasma,A,CHEMBL3986824,Nc1cncc(-c2cn3ccnc3c(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)n1,CHEMBL612558,Homo sapiens,Fu,%,=,20.4,
8201,25838114,CHEMBL5502981,Unbound fraction in human plasma,A,CHEMBL5558638,C=CC(=O)N1CCC[C@@H](Oc2nc(-c3cnn(C)c3)cn3nccc23)CC1,CHEMBL612558,Homo sapiens,Fu,%,=,13.0,
8202,25838115,CHEMBL5502981,Unbound fraction in human plasma,A,CHEMBL5532458,C=CC(=O)N(C)[C@H]1C[C@@](C)(Oc2nc(-c3cnn(C)c3)cn3nccc23)C1,CHEMBL612558,Homo sapiens,Fu,%,=,10.0,
