,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles
0,33031,CHEMBL695026,CHEMBL306457,CL,mL.min-1.kg-1,=,47.7,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCCCC1
1,34270,CHEMBL695026,CHEMBL66457,CL,mL.min-1.kg-1,=,4.9,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(O)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O
2,34274,CHEMBL695026,CHEMBL304053,CL,mL.min-1.kg-1,=,16.5,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1ccccc1F)NC(=O)c1cnc2ccccc2n1)C(N)=O
3,35507,CHEMBL695026,CHEMBL68366,CL,mL.min-1.kg-1,=,8.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(F)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O
4,35511,CHEMBL618475,CHEMBL68366,CL,mL.min-1.kg-1,=,12.0,CHEMBL373,Canis lupus familiaris,Plasma clearance of compound was determined in dog,A,CC(C)(F)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O
5,35512,CHEMBL620905,CHEMBL68366,CL,mL.min-1.kg-1,=,18.0,CHEMBL612558,,Plasma clearance of compound was determined in monkey,A,CC(C)(F)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O
6,35879,CHEMBL621197,CHEMBL329463,CL,mL.min-1.kg-1,=,48.33,CHEMBL376,Rattus norvegicus,Clearance measured in rat,A,NC[C@@H]1CN[C@@H](C(=O)N[C@H](CCc2ccccc2)C(=O)Nc2ccc3ncccc3c2)C1
7,35917,CHEMBL875835,CHEMBL262384,CL,mL.min-1.kg-1,=,20.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CN1CC(=O)N(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)C1=O
8,35919,CHEMBL875835,CHEMBL284688,CL,mL.min-1.kg-1,=,20.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC1(C)NC(=O)N(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)C1=O
9,37109,CHEMBL875835,CHEMBL282781,CL,mL.min-1.kg-1,=,7.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CS(=O)(=O)N1CCN(Cc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1
10,38808,CHEMBL646695,CHEMBL129064,CL,mL.min-1.kg-1,=,46.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3ccc(CNC4CC4)nc3)C12
11,38814,CHEMBL646695,CHEMBL338332,CL,mL.min-1.kg-1,=,20.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)/C=C/CN3CCCCC3)C12
12,38815,CHEMBL646696,CHEMBL338332,CL,mL.min-1.kg-1,=,19.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Discrete dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)/C=C/CN3CCCCC3)C12
13,39099,CHEMBL695026,CHEMBL303673,CL,mL.min-1.kg-1,=,6.1,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CC(C(=O)NO)C1CCC(F)(F)CC1)c1cnc2ccccc2n1
14,39103,CHEMBL618475,CHEMBL303673,CL,mL.min-1.kg-1,=,38.0,CHEMBL373,Canis lupus familiaris,Plasma clearance of compound was determined in dog,A,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CC(C(=O)NO)C1CCC(F)(F)CC1)c1cnc2ccccc2n1
15,39104,CHEMBL620905,CHEMBL303673,CL,mL.min-1.kg-1,=,33.0,CHEMBL612558,,Plasma clearance of compound was determined in monkey,A,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)CC(C(=O)NO)C1CCC(F)(F)CC1)c1cnc2ccccc2n1
16,41903,CHEMBL875835,CHEMBL28627,CL,mL.min-1.kg-1,=,11.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)N1CCN(Cc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1
17,41906,CHEMBL875835,CHEMBL31213,CL,mL.min-1.kg-1,=,15.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CN(Cc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1)C(=O)CN1C(=O)CNC1=O
18,41999,CHEMBL621617,CHEMBL42383,CL,mL.min-1.kg-1,=,36.5,CHEMBL376,Rattus norvegicus,Clearance was determined,A,CCOCn1nnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2cccc(NC(C)=O)c2)n1
19,42681,CHEMBL695026,CHEMBL71499,CL,mL.min-1.kg-1,=,647.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CN1CCN(C(=O)C(CCC(C)(C)F)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cnc3ccccc3n2)CC1
20,43089,CHEMBL875835,CHEMBL31350,CL,mL.min-1.kg-1,=,8.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
21,43853,CHEMBL695026,CHEMBL68692,CL,mL.min-1.kg-1,=,836.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)N1CCCC1
22,46263,CHEMBL695026,CHEMBL66159,CL,mL.min-1.kg-1,=,32.7,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NN
23,46305,CHEMBL621204,CHEMBL608939,CL,mL.min-1.kg-1,=,69.4,CHEMBL376,Rattus norvegicus,Plasma clearance after IV dosing at 1 mg/kg in rat,A,O[C@@H]1[C@@H](CSc2ccccc2F)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O
24,46671,CHEMBL875835,CHEMBL31606,CL,mL.min-1.kg-1,=,6.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)N1CCC(c2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1
25,47931,CHEMBL875835,CHEMBL31978,CL,mL.min-1.kg-1,=,9.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CS(=O)(=O)N1CCC(c2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)CC1
26,48493,CHEMBL623487,CHEMBL429852,CL,mL.min-1.kg-1,=,13.6,CHEMBL375,Mus musculus,Plasma clearance in mouse,A,CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccc(C(=O)O)o4)c(Cl)c3Cl)nn2C)CC1
27,48767,CHEMBL695026,CHEMBL68937,CL,mL.min-1.kg-1,=,560.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CNC(=O)[C@H](CC(C)C)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1cnc2ccccc2c1
28,49847,CHEMBL646695,CHEMBL126739,CL,mL.min-1.kg-1,=,134.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CCCN(C)Cc1ccc(C(=O)N2CCC3C2C(C(C)C)C(=O)N3S(C)(=O)=O)cc1
29,49848,CHEMBL646696,CHEMBL126739,CL,mL.min-1.kg-1,=,197.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Discrete dosage,A,CCCN(C)Cc1ccc(C(=O)N2CCC3C2C(C(C)C)C(=O)N3S(C)(=O)=O)cc1
30,51816,CHEMBL875835,CHEMBL31476,CL,mL.min-1.kg-1,=,17.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,O=C(CN1C(=O)CNC1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
31,52296,CHEMBL623853,CHEMBL79433,CL,mL.min-1.kg-1,=,0.3,CHEMBL376,Rattus norvegicus,Total clearance of compound was determined in rat at 5 mg/kg intravenously admn.,A,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1
32,52301,CHEMBL623171,CHEMBL79433,CL,mL.min-1.kg-1,=,0.1,CHEMBL374,Oryctolagus cuniculus,Total clearance of compound was determined in rabbit at 5 mg/kg intravenously admn.,A,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1
33,52306,CHEMBL874651,CHEMBL79433,CL,mL.min-1.kg-1,=,0.1,CHEMBL373,Canis lupus familiaris,Total clearance of compound was determined in dog at 5 mg/kg intravenously admn.,A,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1
34,52311,CHEMBL625521,CHEMBL79433,CL,mL.min-1.kg-1,=,0.1,CHEMBL612558,,Total clearance of compound was determined in monkey at 5 mg/kg intravenously admn.,A,O=C(NO)C1(S(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCN(Cc2ccccc2)CC1
35,52364,CHEMBL646695,CHEMBL341132,CL,mL.min-1.kg-1,=,97.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3ccc(CNC4CC4)cc3)C12
36,52365,CHEMBL646696,CHEMBL341132,CL,mL.min-1.kg-1,=,94.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Discrete dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3ccc(CNC4CC4)cc3)C12
37,53211,CHEMBL875835,CHEMBL287325,CL,mL.min-1.kg-1,=,34.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,O=C(Cn1ccccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
38,53965,CHEMBL695026,CHEMBL304358,CL,mL.min-1.kg-1,=,202.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(N)=O
39,56497,CHEMBL621203,CHEMBL609539,CL,mL.min-1.kg-1,=,202.0,CHEMBL376,Rattus norvegicus,Plasma clearance after IV dosing at 0.5 mg/kg in rat,A,O[C@@H]1[C@@H](COc2ccccc2F)OC(n2cnc3c(NC4CCOC4)ncnc32)[C@@H]1O
40,57677,CHEMBL695026,CHEMBL65784,CL,mL.min-1.kg-1,=,299.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NCc1ccccc1
41,59319,CHEMBL875835,CHEMBL31163,CL,mL.min-1.kg-1,=,49.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,O=C(Cc1cccnc1)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
42,59321,CHEMBL875835,CHEMBL284419,CL,mL.min-1.kg-1,=,18.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)NCC(=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
43,61293,CHEMBL646695,CHEMBL2367960,CL,mL.min-1.kg-1,=,28.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)/C=C/CNC3CC3)[C@H]21
44,61294,CHEMBL646696,CHEMBL2367960,CL,mL.min-1.kg-1,=,40.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Discrete dosage,A,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)/C=C/CNC3CC3)[C@H]21
45,61680,CHEMBL618702,CHEMBL150614,CL,mL.min-1.kg-1,=,13.5,CHEMBL376,Rattus norvegicus,Clearance of compound in rat after 1 mg/kg i.v. administration,A,CCn1c2ccccc2c2cc(NC(=O)CN3CCN(C[C@@H](O)COc4ccc5sc(C)nc5c4)CC3)ccc21
46,63337,CHEMBL621197,CHEMBL314747,CL,mL.min-1.kg-1,=,28.33,CHEMBL376,Rattus norvegicus,Clearance measured in rat,A,NCCC[C@@H](N)C(=O)N[C@H](CCc1ccccc1)C(=O)Nc1cnc2ccccc2c1
47,63897,CHEMBL646695,CHEMBL2367959,CL,mL.min-1.kg-1,=,161.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)c3ccc(CCN4CCCCC4)cc3)[C@H]21
48,63898,CHEMBL646696,CHEMBL2367959,CL,mL.min-1.kg-1,=,220.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Discrete dosage,A,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)c3ccc(CCN4CCCCC4)cc3)[C@H]21
49,63903,CHEMBL646695,CHEMBL2367964,CL,mL.min-1.kg-1,=,176.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CCN(C(=O)c3ccc(CN(C)C(C)C)c(Br)c3)[C@H]21
50,64259,CHEMBL695026,CHEMBL302533,CL,mL.min-1.kg-1,=,35.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCC(F)(F)CC1
51,64263,CHEMBL695026,CHEMBL302320,CL,mL.min-1.kg-1,=,6.4,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1(O)CCC(F)(F)CC1
52,64267,CHEMBL695026,CHEMBL308473,CL,mL.min-1.kg-1,=,6.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O
53,64271,CHEMBL618475,CHEMBL308473,CL,mL.min-1.kg-1,=,13.0,CHEMBL373,Canis lupus familiaris,Plasma clearance of compound was determined in dog,A,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O
54,64272,CHEMBL620905,CHEMBL308473,CL,mL.min-1.kg-1,=,18.0,CHEMBL612558,,Plasma clearance of compound was determined in monkey,A,CC(C)(O)CCC(C[C@H](O)[C@H](Cc1cccc(F)c1)NC(=O)c1cnc2ccccc2n1)C(N)=O
55,64297,CHEMBL618702,CHEMBL154751,CL,mL.min-1.kg-1,=,54.5,CHEMBL376,Rattus norvegicus,Clearance of compound in rat after 1 mg/kg i.v. administration,A,Cc1nc2cc(OC[C@H](O)CN3CCN(CC(=O)Nc4c(C)cccc4C)CC3)ccc2s1
56,64724,CHEMBL875835,CHEMBL279782,CL,mL.min-1.kg-1,=,27.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CN1CCC(=O)N(CC(=O)NCc2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)C1=O
57,66027,CHEMBL875835,CHEMBL417133,CL,mL.min-1.kg-1,=,34.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,O=C(CN1CCCC1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
58,66029,CHEMBL875835,CHEMBL32187,CL,mL.min-1.kg-1,=,31.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)N1CCC[C@@H]1c1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
59,66515,CHEMBL646695,CHEMBL126787,CL,mL.min-1.kg-1,=,53.0,CHEMBL373,Canis lupus familiaris,Pharmacokinetic parameter clearance in dog was reported in Cassette dosage,A,CC(C)C1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)c3csc(CN4CCCC4)n3)C12
60,66855,CHEMBL695026,CHEMBL68145,CL,mL.min-1.kg-1,=,242.0,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,NC(=O)C(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C1CCCCC1
61,69852,CHEMBL875835,CHEMBL30667,CL,mL.min-1.kg-1,=,9.0,CHEMBL373,Canis lupus familiaris,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",A,CC(=O)NCCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1
62,70756,CHEMBL695026,CHEMBL305423,CL,mL.min-1.kg-1,=,3.6,CHEMBL372,Homo sapiens,In vitro oxidative metabolic stability measured by the rate of drug consumption in human liver microsomes as intrinsic clearance values,F,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NO
63,70760,CHEMBL618475,CHEMBL305423,CL,mL.min-1.kg-1,=,28.0,CHEMBL373,Canis lupus familiaris,Plasma clearance of compound was determined in dog,A,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NO
64,70761,CHEMBL620905,CHEMBL305423,CL,mL.min-1.kg-1,=,29.0,CHEMBL612558,,Plasma clearance of compound was determined in monkey,A,CC(C)(F)CCC(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cnc2ccccc2n1)C(=O)NO
65,71377,CHEMBL644247,CHEMBL120432,CL,mL.min-1.kg-1,=,30.0,CHEMBL612558,,Plasma clearance was determined fter intravenous administration of a dose of 0.5 mg/kg,A,Cc1cc(-c2c(OCC[C@@H]3CCN3)c3cc(C(=O)Nc4ccncn4)c(Cl)cc3[nH]c2=O)cc(C)c1C
66,71380,CHEMBL644248,CHEMBL120432,CL,mL.min-1.kg-1,=,33.0,CHEMBL612558,,Plasma clearance was determined fter intravenous administration of a dose of 3 mg/kg,A,Cc1cc(-c2c(OCC[C@@H]3CCN3)c3cc(C(=O)Nc4ccncn4)c(Cl)cc3[nH]c2=O)cc(C)c1C
67,72305,CHEMBL623498,CHEMBL2370784,CL,mL.min-1.kg-1,=,0.1567,CHEMBL375,Mus musculus,Total plasma clearance in mice,A,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCO)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCNCc2ccc(-c3ccccc3)cc2)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
68,73376,CHEMBL621795,CHEMBL42158,CL,mL.min-1.kg-1,=,82000.0,CHEMBL376,Rattus norvegicus,In vivo plasma clearance was determined,A,COc1ccc(C(=O)Nc2cnc3c(c2)CN(C)CC3(C)C)cc1C(F)(F)F
69,74391,CHEMBL624526,CHEMBL170499,CL,mL.min-1.kg-1,=,49.2,CHEMBL373,Canis lupus familiaris,Plasma clearance in dog was determined,A,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCCCc2cccc3cnccc23)c1
70,74818,CHEMBL621877,CHEMBL64830,CL,mL.min-1.kg-1,=,71.0,CHEMBL376,Rattus norvegicus,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,A,COc1cc(Nc2ncc(-c3ccccc3N(C)C(=O)CN3CCOCC3)o2)ccc1-c1cnco1
71,76627,CHEMBL618990,CHEMBL3706623,CL,mL.min-1.kg-1,=,233.0,CHEMBL612558,,In vitro intrinsic clearance in human liver microsome,A,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3cccnc3)o2)C[C@H]1C(=O)NCC(F)(F)F
72,76634,CHEMBL624467,CHEMBL3706623,CL,mL.min-1.kg-1,=,25.2,CHEMBL373,Canis lupus familiaris,Plasma clearance after peroral administration at 5 mpk in dog,A,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3cccnc3)o2)C[C@H]1C(=O)NCC(F)(F)F
73,80010,CHEMBL621802,CHEMBL94037,CL,mL.min-1.g-1,=,17.8,CHEMBL376,Rattus norvegicus,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,A,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](/C=C/c4ccno4)C3)[C@H](C)[C@H]12
74,80065,CHEMBL621792,CHEMBL327772,CL,mL.min-1.g-1,=,185.0,CHEMBL376,Rattus norvegicus,In vitro microsome metabolism clearance in rat was determined,A,CCCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1
75,80066,CHEMBL876725,CHEMBL327772,CL,mL.min-1.g-1,=,71.0,CHEMBL612558,,In vitro microsome metabolism clearance in human was determined,A,CCCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1
76,80069,CHEMBL623707,CHEMBL327772,CL,ml kg-1,=,140.0,CHEMBL376,Rattus norvegicus,Plasma clearance was determined,A,CCCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1
77,82255,CHEMBL618990,CHEMBL5483011,CL,mL.min-1.kg-1,=,50.0,CHEMBL612558,,In vitro intrinsic clearance in human liver microsome,A,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O
78,82262,CHEMBL624466,CHEMBL5483011,CL,mL.min-1.kg-1,=,16.0,CHEMBL373,Canis lupus familiaris,Plasma clearance after peroral administration at 10 mpk in dog,A,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O
79,82295,CHEMBL621802,CHEMBL43708,CL,mL.min-1.g-1,=,61.5,CHEMBL376,Rattus norvegicus,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,A,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O
80,83274,CHEMBL621802,CHEMBL127,CL,mL.min-1.kg-1,=,54.2,CHEMBL376,Rattus norvegicus,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,A,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
81,84922,CHEMBL627296,CHEMBL8828,CL,mL.min-1.kg-1,=,1.1,CHEMBL375,Mus musculus,Clearance was measured in mouse after administration of compound 20 mg/kg intravenously,A,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc(F)cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O
82,84926,CHEMBL626120,CHEMBL8828,CL,mL.min-1.kg-1,=,1.3,CHEMBL376,Rattus norvegicus,Clearance was measured in rat after administration of compound 20 mg/kg intravenously,A,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc(F)cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O
83,84930,CHEMBL626119,CHEMBL8828,CL,mL.min-1.kg-1,=,7.6,CHEMBL374,Oryctolagus cuniculus,Clearance was measured in rabbit after administration of compound 20 mg/kg intravenously,A,CCCC[C@@H](C[C@@H](CCc1ccc(-c2ccc(F)cc2)cc1)C(=O)N[C@H](C(=O)NC)C(C)(C)C)C(=O)O
84,85315,CHEMBL618990,CHEMBL3706619,CL,mL.min-1.kg-1,=,655.0,CHEMBL612558,,In vitro intrinsic clearance in human liver microsome,A,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccn3)o2)C[C@H]1C(=O)NCC(F)(F)F
