activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
10966920,CHEMBL2067168,CHEMBL2062804,CL,mL.min-1.kg-1,=,28.0,CHEMBL375,Mus musculus,"Clearance in mouse at 1 mg/kg, iv",A,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,28.0,mL.min-1.kg-1,species_only_mouse
10970383,CHEMBL2066651,CHEMBL2063871,CL,mL.min-1.kg-1,=,72.0,CHEMBL375,Mus musculus,"Clearance in nude mouse at 1 mg/kg, iv",A,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1.Cl,72.0,mL.min-1.kg-1,species_only_mouse
10970403,CHEMBL2066063,CHEMBL2063871,CL,mL.min-1.kg-1,=,23.0,CHEMBL375,Mus musculus,"Clearance in nude mouse at 100 mg/kg, iv",A,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1.Cl,23.0,mL.min-1.kg-1,species_only_mouse
10975762,CHEMBL2064947,CHEMBL2063446,CL,mL.min-1.kg-1,=,8.833,CHEMBL375,Mus musculus,"Clearance in mouse at 3 mg/kg, iv",A,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,8.833,mL.min-1.kg-1,species_only_mouse
10975763,CHEMBL2064947,CHEMBL2063448,CL,mL.min-1.kg-1,=,6.5,CHEMBL375,Mus musculus,"Clearance in mouse at 3 mg/kg, iv",A,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(F)c(F)c4)c3)c12,6.5,mL.min-1.kg-1,species_only_mouse
10975764,CHEMBL2064947,CHEMBL2063447,CL,mL.min-1.kg-1,=,2.167,CHEMBL375,Mus musculus,"Clearance in mouse at 3 mg/kg, iv",A,Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(C(F)(F)F)cc4)c3)c12,2.167,mL.min-1.kg-1,species_only_mouse
10976872,CHEMBL2067929,CHEMBL2064330,CL,mL.min-1.kg-1,=,51.67,CHEMBL375,Mus musculus,"Clearance in CB17/ICR-Prkdc SCID mouse at 6 mg/kg, iv",A,Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2ccccc21,51.67,mL.min-1.kg-1,species_only_mouse
10981526,CHEMBL2066394,CHEMBL2064666,CL,mL.min-1.kg-1,=,29.0,CHEMBL375,Mus musculus,"Plasma clearance in CD-1 mouse at 1 mg/kg, iv",A,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,29.0,mL.min-1.kg-1,species_only_mouse
10981530,CHEMBL2066390,CHEMBL2064666,CL,mL.min-1.kg-1,=,6.0,CHEMBL375,Mus musculus,"Plasma clearance in SCID mouse at 1 mg/kg, iv",A,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,6.0,mL.min-1.kg-1,species_only_mouse
10983993,CHEMBL2072016,CHEMBL2071614,CL,mL.min-1.kg-1,=,240.0,CHEMBL375,Mus musculus,"Clearance in mouse at 1.5 mg/kg, iv",A,CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,240.0,mL.min-1.kg-1,species_only_mouse
10987524,CHEMBL2071711,CHEMBL2069909,CL,mL.min-1.kg-1,=,34.7,CHEMBL375,Mus musculus,Clearance in mouse,A,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNC(=O)c1cc(-c2cc(=O)c(O)cn2O)no1)c1csc(N)n1)C(=O)O,34.7,mL.min-1.kg-1,species_only_mouse
10987525,CHEMBL2071712,CHEMBL2069909,CL,mL.min-1.kg-1,=,86.97,CHEMBL375,Mus musculus,Total clearance in mouse plasma relative to protein binding and blood flow,A,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNC(=O)c1cc(-c2cc(=O)c(O)cn2O)no1)c1csc(N)n1)C(=O)O,86.97,mL.min-1.kg-1,species_only_mouse
10988478,CHEMBL2072506,CHEMBL2069499,CL,mL.min-1.kg-1,=,126.0,CHEMBL375,Mus musculus,"Clearance in C57BL/6N mouse at 1 mg/kg, iv and 2 mg/kg, po",A,CCCCC1(CCCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,126.0,mL.min-1.kg-1,species_only_mouse
10988479,CHEMBL2072506,CHEMBL2069500,CL,mL.min-1.kg-1,=,95.0,CHEMBL375,Mus musculus,"Clearance in C57BL/6N mouse at 1 mg/kg, iv and 2 mg/kg, po",A,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)n2)cc1,95.0,mL.min-1.kg-1,species_only_mouse
10988480,CHEMBL2072506,CHEMBL2069501,CL,mL.min-1.kg-1,=,31.0,CHEMBL375,Mus musculus,"Clearance in C57BL/6N mouse at 1 mg/kg, iv and 2 mg/kg, po",A,CCOCC1(COCC)N[C@@H](c2nc(-c3ccccc3)c[nH]2)Cc2c1[nH]c1ccccc21,31.0,mL.min-1.kg-1,species_only_mouse
10988481,CHEMBL2072506,CHEMBL2069502,CL,mL.min-1.kg-1,=,15.0,CHEMBL375,Mus musculus,"Clearance in C57BL/6N mouse at 1 mg/kg, iv and 2 mg/kg, po",A,c1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)cc1,15.0,mL.min-1.kg-1,species_only_mouse
10989738,CHEMBL2073386,CHEMBL2069560,CL,mL.min-1.kg-1,=,35.9,CHEMBL375,Mus musculus,"Total clearance in mouse at 1 mg/kg, iv",A,CCc1cc(NC[C@@H](O)CO)nc(-c2cc(F)c(Cl)cc2F)n1,35.9,mL.min-1.kg-1,species_only_mouse
