activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
3076750,CHEMBL1072001,CHEMBL595944,CL,mL.min-1.kg-1,=,25.3,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 3.1 mg, iv",A,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,25.3,mL.min-1.kg-1,species_only_dog
3077264,CHEMBL1042934,CHEMBL590389,CL,mL.min-1.kg-1,=,11.0,CHEMBL373,Canis lupus familiaris,"Systemic clearance in Beagle dog at 10 mg/kg, iv administered as bolus dose",A,CCc1cc(F)cc(C)c1C(=O)N[C@@H](Cc1ccc(N2CCC(CNc3ccccn3)CC2)cc1)C(=O)O,11.0,mL.min-1.kg-1,species_only_dog
3079611,CHEMBL1050374,CHEMBL594828,CL,mL.min-1.kg-1,=,8.0,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 0.2 mg/kg, po",A,COCc1nnc(N2CC(Oc3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,8.0,mL.min-1.kg-1,species_only_dog
3080400,CHEMBL1069976,CHEMBL594717,CL,mL.min-1.kg-1,=,34.0,CHEMBL373,Canis lupus familiaris,Clearance in dog,A,Cc1ccc(F)cc1CO[C@H]1CCc2ccc(N3CCNC[C@H]3C)nc21,34.0,mL.min-1.kg-1,species_only_dog
3084827,CHEMBL1069879,CHEMBL608112,CL,mL.min-1.g-1,=,6800.0,CHEMBL373,Canis lupus familiaris,Clearance in dog,A,COc1ccc(Cn2cc(C(=O)O)c(=O)c3ccccc32)cc1,6.8,mL.min-1.kg-1,species_only_dog
3091635,CHEMBL1067162,CHEMBL602070,CL,mL.min-1.kg-1,=,42.0,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 10 mg/kg, intra-arterial infusion",A,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,42.0,mL.min-1.kg-1,species_only_dog
3095925,CHEMBL1070725,CHEMBL539733,CL,mL.min-1.kg-1,=,1.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 0.2 mg/kg, iv and 0.2 mg/kg, po",A,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(COC)CC3)cc(-c3ccccc3)n2)CC1,1.0,mL.min-1.kg-1,species_only_dog
3098352,CHEMBL1067976,CHEMBL591217,CL,mL.min-1.kg-1,=,3.333,CHEMBL373,Canis lupus familiaris,Clearance in po dosed dog,A,C[C@@H]1CN(C(c2ccccc2)c2ccccc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,3.333,mL.min-1.kg-1,species_only_dog
3098689,CHEMBL1070725,CHEMBL589889,CL,mL.min-1.kg-1,=,2.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 0.2 mg/kg, iv and 0.2 mg/kg, po",A,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N(CC)CC)CC3)cc(-c3ccccc3)n2)CC1,2.0,mL.min-1.kg-1,species_only_dog
3098690,CHEMBL1070726,CHEMBL601906,CL,mL.min-1.kg-1,=,3.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 0.5 mg/kg, iv and 1 mg/kg, po",A,CCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,3.0,mL.min-1.kg-1,species_only_dog
3098691,CHEMBL1070726,CHEMBL601907,CL,mL.min-1.kg-1,=,2.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 0.5 mg/kg, iv and 1 mg/kg, po",A,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(C(=O)N4CCCC4)CC3)cc(-c3ccccc3)n2)CC1,2.0,mL.min-1.kg-1,species_only_dog
3105330,CHEMBL1066904,CHEMBL597226,CL,mL.min-1.kg-1,=,3.0,CHEMBL373,Canis lupus familiaris,"Clearance in dog blood at 1 mg/kg, iv and 1 mg/kg, po",A,CC(C)CC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],3.0,mL.min-1.kg-1,species_only_dog
3105342,CHEMBL1066904,CHEMBL597302,CL,mL.min-1.kg-1,=,5.0,CHEMBL373,Canis lupus familiaris,"Clearance in dog blood at 1 mg/kg, iv and 1 mg/kg, po",A,CC(C)CC[C@H](c1ncc(C(F)(F)F)cn1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],5.0,mL.min-1.kg-1,species_only_dog
3120119,CHEMBL1064906,CHEMBL539733,CL,mL.min-1.kg-1,=,1.0,CHEMBL373,Canis lupus familiaris,Clearance in dog,A,CCCCCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCC(COC)CC3)cc(-c3ccccc3)n2)CC1,1.0,mL.min-1.kg-1,species_only_dog
3120428,CHEMBL1074465,CHEMBL597997,CL,mL.min-1.kg-1,=,3.2,CHEMBL373,Canis lupus familiaris,"Plasma clearance in Beagle dog at 5 mg/kg, po and 1 mg/kg, iv",A,Cc1sc(C)c(C(=O)NC2(c3ccc(C(=O)O)cc3)CC2)c1Cc1ccc(C(F)(F)F)cc1,3.2,mL.min-1.kg-1,species_only_dog
3120592,CHEMBL1064418,CHEMBL4525964,CL,mL.min-1.kg-1,=,11.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 2 mg/kg, iv and 5 mg/kg, po by LC/MS analysis",A,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,11.0,mL.min-1.kg-1,species_only_dog
3122784,CHEMBL1073659,CHEMBL591501,CL,mL.min-1.kg-1,=,5.8,CHEMBL373,Canis lupus familiaris,Clearance in dog,A,CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,5.8,mL.min-1.kg-1,species_only_dog
3186117,CHEMBL1110523,CHEMBL1099372,CL,mL.min-1.kg-1,=,0.8,CHEMBL373,Canis lupus familiaris,Plasma clearance in dog,A,C[C@@H](O[C@H]1CN2C(=O)C(O)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.8,mL.min-1.kg-1,species_only_dog
3188870,CHEMBL1106861,CHEMBL1087302,CL,mL.min-1.kg-1,=,1.3,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 1.0 mg/kg, iv or 2 mg/kg, po",A,O=C(CCc1nc(-c2ccc(O)cn2)no1)NC1=C(C(=O)O)CCCC1,1.3,mL.min-1.kg-1,species_only_dog
3188875,CHEMBL1106861,CHEMBL1086657,CL,mL.min-1.kg-1,=,1.8,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 1.0 mg/kg, iv or 2 mg/kg, po",A,CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1,1.8,mL.min-1.kg-1,species_only_dog
3198638,CHEMBL1108639,CHEMBL1083810,CL,mL.min-1.kg-1,=,16.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 1 mg/kg, iv",A,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,16.0,mL.min-1.kg-1,species_only_dog
3198640,CHEMBL1108639,CHEMBL1083192,CL,mL.min-1.kg-1,=,22.0,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 1 mg/kg, iv",A,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,22.0,mL.min-1.kg-1,species_only_dog
3198663,CHEMBL1108639,CHEMBL1084926,CL,mL.min-1.kg-1,=,1.6,CHEMBL373,Canis lupus familiaris,"Clearance in Beagle dog at 1 mg/kg, iv",A,CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,1.6,mL.min-1.kg-1,species_only_dog
3221709,CHEMBL1102401,CHEMBL1077757,CL,mL.min-1.kg-1,=,14.0,CHEMBL373,Canis lupus familiaris,"Hepatic clearance in Beagle dog at 1 mg/kg, po and 0.5 mg/kg, iv",A,NS(=O)(=O)c1ccc(NC(=O)C2CC2C(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1,14.0,mL.min-1.kg-1,species_only_dog
3224432,CHEMBL1104181,CHEMBL1077831,CL,mL.min-1.kg-1,=,7.5,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 1 mg/kg, iv",A,CCS(=O)(=O)CCN(C(=O)Cc1ccc(F)c(C(F)(F)F)c1)[C@H](C)c1nc2ncccc2c(=O)n1-c1ccc(OCC(F)(F)F)cc1,7.5,mL.min-1.kg-1,species_only_dog
3230517,CHEMBL1114068,CHEMBL1078231,CL,mL.min-1.g-1,=,20000.0,CHEMBL373,Canis lupus familiaris,"Clearance in dog at 1 mg/kg, iv",A,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,20.0,mL.min-1.kg-1,species_only_dog
