activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
19485023,CHEMBL4481395,CHEMBL4585474,CL,mL.min-1.g-1,=,117.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc3c(cc2F)COB3O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.117,mL.min-1.kg-1,hepatocyte_mouse
19485024,CHEMBL4481395,CHEMBL4535824,CL,mL.min-1.g-1,=,33.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2F)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.033,mL.min-1.kg-1,hepatocyte_mouse
19485025,CHEMBL4481395,CHEMBL4553678,CL,mL.min-1.g-1,=,44.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2Cl)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.044,mL.min-1.kg-1,hepatocyte_mouse
19485027,CHEMBL4481395,CHEMBL4519273,CL,mL.min-1.g-1,=,7.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc(CN)c3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.007,mL.min-1.kg-1,hepatocyte_mouse
19485030,CHEMBL4481395,CHEMBL4589897,CL,mL.min-1.g-1,=,102.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)CNc2ccc3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.102,mL.min-1.kg-1,hepatocyte_mouse
19485031,CHEMBL4481395,CHEMBL4592244,CL,mL.min-1.g-1,=,2.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)CNc2ccc3c(c2)B(O)OC3CN)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.002,mL.min-1.kg-1,hepatocyte_mouse
19485033,CHEMBL4481395,CHEMBL4587910,CL,mL.min-1.g-1,=,142.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccc3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.142,mL.min-1.kg-1,hepatocyte_mouse
19485034,CHEMBL4481395,CHEMBL4578840,CL,mL.min-1.g-1,=,226.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)N(S(C)(=O)=O)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.226,mL.min-1.kg-1,hepatocyte_mouse
19485037,CHEMBL4481395,CHEMBL4557144,CL,mL.min-1.g-1,=,80.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)NN=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.08,mL.min-1.kg-1,hepatocyte_mouse
19485040,CHEMBL4481395,CHEMBL4561712,CL,mL.min-1.g-1,=,217.0,CHEMBL612558,,Intrinsic clearance in mouse liver S9 fraction,A,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2C)B(O)N(C(=O)OC)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.217,mL.min-1.kg-1,hepatocyte_mouse
