number,smiles,AATS0Z,AATS0are,AATS0d,AATS0dv,AATS0i,AATS0m,AATS0p,AATS0pe,AATS0se,AATS0v,AATS1Z,AATS1are,AATS1d,AATS1dv,AATS1i,AATS1m,AATS1p,AATS1pe,AATS1se,AATS1v,AATS2Z,AATS2are,AATS2d,AATS2dv,AATS2i,AATS2m,AATS2p,AATS2pe,AATS2se,AATS2v,AATS3Z,AATS3are,AATS3d,AATS3dv,AATS3i,AATS3m,AATS3p,AATS3pe,AATS3se,AATS3v,AATSC0Z,AATSC0are,AATSC0c,AATSC0d,AATSC0dv,AATSC0i,AATSC0m,AATSC0p,AATSC0pe,AATSC0se,AATSC0v,AATSC1Z,AATSC1are,AATSC1c,AATSC1d,AATSC1dv,AATSC1i,AATSC1m,AATSC1p,AATSC1pe,AATSC1se,AATSC1v,AATSC2Z,AATSC2are,AATSC2c,AATSC2d,AATSC2dv,AATSC2i,AATSC2m,AATSC2p,AATSC2pe,AATSC2se,AATSC2v,AATSC3Z,AATSC3are,AATSC3c,AATSC3d,AATSC3dv,AATSC3i,AATSC3m,AATSC3p,AATSC3pe,AATSC3se,AATSC3v,ABC,ABCGG,AMW,ATS0Z,ATS0are,ATS0d,ATS0dv,ATS0i,ATS0m,ATS0p,ATS0pe,ATS0se,ATS0v,ATS1Z,ATS1are,ATS1d,ATS1dv,ATS1i,ATS1m,ATS1p,ATS1pe,ATS1se,ATS1v,ATS2Z,ATS2are,ATS2d,ATS2dv,ATS2i,ATS2m,ATS2p,ATS2pe,ATS2se,ATS2v,ATS3Z,ATS3are,ATS3d,ATS3dv,ATS3i,ATS3m,ATS3p,ATS3pe,ATS3se,ATS3v,ATS4Z,ATS4are,ATS4d,ATS4dv,ATS4i,ATS4m,ATS4p,ATS4pe,ATS4se,ATS4v,ATS5Z,ATS5are,ATS5d,ATS5dv,ATS5i,ATS5m,ATS5p,ATS5pe,ATS5se,ATS5v,ATS6Z,ATS6are,ATS6d,ATS6dv,ATS6i,ATS6m,ATS6p,ATS6pe,ATS6se,ATS6v,ATS7Z,ATS7are,ATS7d,ATS7dv,ATS7i,ATS7m,ATS7p,ATS7pe,ATS7se,ATS7v,ATS8Z,ATS8are,ATS8d,ATS8dv,ATS8i,ATS8m,ATS8p,ATS8pe,ATS8se,ATS8v,ATSC0Z,ATSC0are,ATSC0c,ATSC0d,ATSC0dv,ATSC0i,ATSC0m,ATSC0p,ATSC0pe,ATSC0se,ATSC0v,ATSC1Z,ATSC1are,ATSC1c,ATSC1d,ATSC1dv,ATSC1i,ATSC1m,ATSC1p,ATSC1pe,ATSC1se,ATSC1v,ATSC2Z,ATSC2are,ATSC2c,ATSC2d,ATSC2dv,ATSC2i,ATSC2m,ATSC2p,ATSC2pe,ATSC2se,ATSC2v,ATSC3Z,ATSC3are,ATSC3c,ATSC3d,ATSC3dv,ATSC3i,ATSC3m,ATSC3p,ATSC3pe,ATSC3se,ATSC3v,ATSC4Z,ATSC4are,ATSC4c,ATSC4d,ATSC4dv,ATSC4i,ATSC4m,ATSC4p,ATSC4pe,ATSC4se,ATSC4v,ATSC5Z,ATSC5are,ATSC5c,ATSC5d,ATSC5dv,ATSC5i,ATSC5m,ATSC5p,ATSC5pe,ATSC5se,ATSC5v,ATSC6Z,ATSC6are,ATSC6c,ATSC6d,ATSC6dv,ATSC6i,ATSC6m,ATSC6p,ATSC6pe,ATSC6se,ATSC6v,ATSC7Z,ATSC7are,ATSC7c,ATSC7d,ATSC7dv,ATSC7i,ATSC7m,ATSC7p,ATSC7pe,ATSC7se,ATSC7v,ATSC8Z,ATSC8are,ATSC8c,ATSC8d,ATSC8dv,ATSC8i,ATSC8m,ATSC8p,ATSC8pe,ATSC8se,ATSC8v,AXp-0dv,AXp-1d,AXp-1dv,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,BalabanJ,BertzCT,C1SP1,C1SP2,C1SP3,C2SP1,C2SP2,C2SP3,C3SP2,C3SP3,C4SP3,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,Diameter,ECIndex,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,FCSP3,FilterItLogS,GATS1Z,GATS1are,GATS1c,GATS1dv,GATS1i,GATS1m,GATS1p,GATS1pe,GATS1se,GATS1v,GATS2Z,GATS2are,GATS2c,GATS2dv,GATS2i,GATS2m,GATS2p,GATS2pe,GATS2se,GATS2v,GATS3Z,GATS3are,GATS3c,GATS3dv,GATS3i,GATS3m,GATS3p,GATS3pe,GATS3se,GATS3v,GGI1,GGI10,GGI2,GGI3,GGI4,GGI5,GGI6,GGI7,GGI8,GGI9,IC0,IC1,IC2,IC3,IC4,IC5,JGI1,JGI10,JGI2,JGI3,JGI4,JGI5,JGI6,JGI7,JGI8,JGI9,JGT10,Kier1,LabuteASA,MATS1Z,MATS1are,MATS1c,MATS1dv,MATS1i,MATS1m,MATS1p,MATS1pe,MATS1se,MATS1v,MATS2Z,MATS2are,MATS2c,MATS2dv,MATS2i,MATS2m,MATS2p,MATS2pe,MATS2se,MATS2v,MATS3Z,MATS3are,MATS3c,MATS3dv,MATS3i,MATS3m,MATS3p,MATS3pe,MATS3se,MATS3v,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,MPC10,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MW,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,MZ,Mare,Mi,Mm,Mp,Mpe,Mse,Mv,NaaCH,NaaN,NaaNH,NaaO,NaaS,NaaSe,NaaaC,NaasC,NaasN,NdCH2,NdNH,NdO,NdS,NdSe,NddC,NddsN,NddssS,NddssSe,NdsCH,NdsN,NdssC,NdssS,NdssSe,NdsssP,NsAsH2,NsBr,NsCH3,NsCl,NsF,NsGeH3,NsI,NsLi,NsNH2,NsNH3,NsOH,NsPH2,NsPbH3,NsSH,NsSeH,NsSiH3,NsSnH3,NssAsH,NssBH,NssBe,NssCH2,NssGeH2,NssNH,NssNH2,NssO,NssPH,NssPbH2,NssS,NssSe,NssSiH2,NssSnH2,NsssAs,NsssB,NsssCH,NsssGeH,NsssN,NsssNH,NsssP,NsssPbH,NsssSiH,NsssSnH,NsssdAs,NssssB,NssssBe,NssssC,NssssGe,NssssN,NssssPb,NssssSi,NssssSn,NsssssAs,NsssssP,NtCH,NtN,NtsC,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PetitjeanIndex,RNCG,RPCG,Radius,RotRatio,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SLogP,SMR,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,SZ,SaaCH,SaaN,SaaNH,SaaO,SaaS,SaaSe,SaaaC,SaasC,SaasN,Sare,SdCH2,SdNH,SdO,SdS,SdSe,SddC,SddsN,SddssS,SddssSe,SdsCH,SdsN,SdssC,SdssS,SdssSe,SdsssP,Si,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,Sm,Sp,Spe,SsAsH2,SsBr,SsCH3,SsCl,SsF,SsGeH3,SsI,SsLi,SsNH2,SsNH3,SsOH,SsPH2,SsPbH3,SsSH,SsSeH,SsSiH3,SsSnH3,Sse,SssAsH,SssBH,SssBe,SssCH2,SssGeH2,SssNH,SssNH2,SssO,SssPH,SssPbH2,SssS,SssSe,SssSiH2,SssSnH2,SsssAs,SsssB,SsssCH,SsssGeH,SsssN,SsssNH,SsssP,SsssPbH,SsssSiH,SsssSnH,SsssdAs,SssssB,SssssBe,SssssC,SssssGe,SssssN,SssssPb,SssssSi,SssssSn,SsssssAs,SsssssP,StCH,StN,StsC,Sv,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,TMPC10,TMWC10,TSRW10,TopoPSA,TopoPSA(NO),TopoShapeIndex,TpiPC10,VAdjMat,VMcGowan,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,WPath,WPol,Xc-3d,Xc-3dv,Xc-4d,Xc-4dv,Xc-5d,Xc-5dv,Xc-6d,Xc-6dv,Xch-3d,Xch-3dv,Xch-4d,Xch-4dv,Xch-5d,Xch-5dv,Xch-6d,Xch-6dv,Xch-7d,Xch-7dv,Xp-0dv,Xp-1d,Xp-1dv,Xp-2d,Xp-2dv,Xp-3d,Xp-3dv,Xp-4d,Xp-4dv,Xp-5d,Xp-5dv,Xp-6d,Xp-6dv,Xp-7d,Xp-7dv,Xpc-4d,Xpc-4dv,Xpc-5d,Xpc-5dv,Xpc-6d,Xpc-6dv,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,Zagreb1,Zagreb2,apol,bpol,fMF,fragCpx,mZagreb2,n10AHRing,n10ARing,n10FAHRing,n10FARing,n10FHRing,n10FRing,n10FaHRing,n10FaRing,n10HRing,n10Ring,n10aHRing,n10aRing,n11AHRing,n11ARing,n11FAHRing,n11FARing,n11FHRing,n11FRing,n11FaHRing,n11FaRing,n11HRing,n11Ring,n11aHRing,n11aRing,n12AHRing,n12ARing,n12FAHRing,n12FARing,n12FHRing,n12FRing,n12FaHRing,n12FaRing,n12HRing,n12Ring,n12aHRing,n12aRing,n3AHRing,n3ARing,n3HRing,n3Ring,n3aHRing,n3aRing,n4AHRing,n4ARing,n4FAHRing,n4FARing,n4FHRing,n4FRing,n4FaHRing,n4FaRing,n4HRing,n4Ring,n4aHRing,n4aRing,n5AHRing,n5ARing,n5FAHRing,n5FARing,n5FHRing,n5FRing,n5FaHRing,n5FaRing,n5HRing,n5Ring,n5aHRing,n5aRing,n6AHRing,n6ARing,n6FAHRing,n6FARing,n6FHRing,n6FRing,n6FaHRing,n6FaRing,n6HRing,n6Ring,n6aHRing,n6aRing,n7AHRing,n7ARing,n7FAHRing,n7FARing,n7FHRing,n7FRing,n7FaHRing,n7FaRing,n7HRing,n7Ring,n7aHRing,n7aRing,n8AHRing,n8ARing,n8FAHRing,n8FARing,n8FHRing,n8FRing,n8FaHRing,n8FaRing,n8HRing,n8Ring,n8aHRing,n8aRing,n9AHRing,n9ARing,n9FAHRing,n9FARing,n9FHRing,n9FRing,n9FaHRing,n9FaRing,n9HRing,n9Ring,n9aHRing,n9aRing,nAHRing,nARing,nAcid,nAromAtom,nAromBond,nAtom,nB,nBase,nBonds,nBondsA,nBondsD,nBondsKD,nBondsKS,nBondsM,nBondsO,nBondsS,nBondsT,nBr,nBridgehead,nC,nCl,nF,nFAHRing,nFARing,nFHRing,nFRing,nFaHRing,nFaRing,nG12AHRing,nG12ARing,nG12FAHRing,nG12FARing,nG12FHRing,nG12FRing,nG12FaHRing,nG12FaRing,nG12HRing,nG12Ring,nG12aHRing,nG12aRing,nH,nHBAcc,nHBDon,nHRing,nHeavyAtom,nHetero,nI,nN,nO,nP,nRing,nRot,nS,nSpiro,nX,naHRing,naRing,piPC1,piPC10,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,log_bb
1,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1,24.23809524,6.376657143,3.380952381,8.80952381,163.936569,95.79684305,1.480570102,6.431659524,7.856733714,223.3743751,26.29545455,6.548727273,3.954545455,7.954545455,149.7193385,100.410587,1.769259218,6.672004545,7.918662,263.6177999,22.44594595,6.46957973,3.702702703,6.77027027,158.0112433,84.33647086,1.538035349,6.559745946,7.907864649,226.8033717,18.60227273,6.327770455,3.113636364,5.022727273,157.3179634,67.11431514,1.400430988,6.414622727,7.810156455,196.1963404,7.467120181,0.140934694,0.021329082,0.603174603,4.419501134,1.563670555,35.4180229,0.217714621,0.130364229,0.086444726,47.66559758,0.531797568,0.022347124,-0.005775107,0.179292929,1.201710987,-0.226745456,2.411030134,-0.011261526,0.01990076,0.01318414,-1.315103628,0.478182264,0.001256619,-0.00297094,-0.028528529,0.17444996,0.20958612,2.295443704,0.020297684,0.002516209,0.002099133,5.021505131,-1.437358277,-0.006216187,-0.000403464,-0.036616162,-0.01582148,-0.220316626,-6.947611862,-0.055676007,-0.008136578,-0.00288965,-12.58285977,18.70101517,15.67256681,7.765187868,1018,267.8196,142,370,6885.335899,4023.467408,62.18394429,270.1297,329.982816,9381.723753,1157,288.144,174,350,6587.650894,4418.065826,77.84740557,293.5682,348.421128,11599.1832,1661,478.7489,274,501,11692.832,6240.898844,113.8146158,485.4212,585.181984,16783.44951,1637,556.8438,274,442,13843.98078,5906.059732,123.237927,564.4868,687.293768,17265.27795,1676,640.629,279,477,17171.11824,6098.332141,122.2868539,646.1924,803.395476,17031.30488,1436,521.411,248,354,13166.32078,5146.176049,114.4665711,527.9231,648.560884,15998.74381,1333,496.556,240,339,12891.11649,4754.241478,109.9707952,504.3265,621.9104,14915.99147,1223,472.435,212,324,12538.83344,4397.712444,94.25054147,477.5096,592.574064,13024.19239,1123,407.6699,173,299,10371.68284,4017.781725,83.83185711,412.6177,505.91814,11643.3856,313.6190476,5.919257143,0.89582144,25.33333333,185.6190476,65.67416331,1487.556962,9.144014083,5.475297619,3.630678476,2001.955098,23.39909297,0.983273469,-0.254104687,7.888888889,52.87528345,-9.976800065,106.0853259,-0.495507125,0.875633447,0.580102168,-57.86455963,35.38548753,0.092989796,-0.219849587,-2.111111111,12.90929705,15.50937289,169.8628341,1.502028611,0.186199433,0.155335828,371.5913797,-126.4875283,-0.54702449,-0.035504794,-3.222222222,-1.392290249,-19.38786311,-611.3898439,-4.899488592,-0.716018821,-0.254289188,-1107.291659,176.7528345,2.141677551,0.177788463,4.555555556,64.03854875,13.93391697,840.8505766,3.632442287,2.1776678,0.991349678,1019.262424,-108.2947846,-2.507408163,-0.03811622,-3.111111111,-84.10430839,8.397702657,-498.7600209,1.581815882,-2.465704819,-1.387990132,-78.75680001,-56.06575964,-0.311216327,-0.115365873,-5.555555556,-15.49433107,-32.95751954,-275.5242624,-4.204211819,-0.282757256,-0.212084073,-751.3452993,44.93650794,-0.174257143,-0.032434087,-2.444444444,-0.063492063,-1.605140433,217.3899486,0.939403184,-0.017176587,-0.261633016,312.9934097,-59.74376417,0.071973469,0.014028051,-4.777777778,1.875283447,-17.62246676,-295.1389912,-4.091217403,-0.001491553,0.024514168,-762.6862303,0.56217281,0.443264506,0.290898859,0.288937301,0.636110169,0.782379378,0.864459448,0.864459448,0.864459448,1.479661344,807.6719187,0,1,2,0,11,0,1,0,0,3.745247758,1.766209749,0.932410939,0.464518452,0.464518452,0.464518452,13,516,11.08908666,10.11431827,5.697039313,0,29.31608901,12.29062069,0,55.39345611,10.30919334,4.417150937,0.235294118,-4.213863643,0.711597259,0.571117235,1.313579433,0.48694552,1.364589145,0.719966476,1.099579282,0.562728024,0.570193877,0.976659893,0.819724067,0.876353005,1.420319378,0.892484711,1.004203771,0.820775195,0.88805388,0.854309971,0.840324621,0.832046791,1.091165316,0.922907002,1.115617475,0.863449788,1.201110512,1.096802237,1.257152076,0.936013668,0.912489397,1.227397739,5.5,0.109586777,2.222222222,1.597222222,1.117222222,0.643055556,0.422902494,0.270797902,0.262306311,0.13125,1.647069665,3.626107674,4.459906483,4.92779897,4.92779897,4.92779897,0.211538462,0.009962434,0.061728395,0.049913194,0.033855219,0.02217433,0.016265481,0.011283246,0.012490777,0.007720588,0.436932125,18.78106509,138.9999813,0.071218563,0.158563684,-0.270762078,0.271911003,-0.145008458,0.068073538,-0.051726088,0.152655067,0.152515264,-0.027590205,0.064038378,0.00891632,-0.139290588,0.039472772,0.134034704,0.064810046,0.093230688,0.019301373,0.024282948,0.105348624,-0.192491649,-0.044106864,-0.018916125,-0.003579924,-0.140897087,-0.196160353,-0.255729296,-0.062414188,-0.033427717,-0.263982,15.7480906,34.44784775,40.43653798,40.90817361,40.90817361,40.90817361,92,36,45,59,63,69,76,81,89,326.1378904,26,4.828313737,5.659482216,6.532334292,7.382124366,8.257644958,9.115040192,9.990903015,10.85238099,11.72798039,0.682539683,0.998857143,1.131636144,0.646938719,0.672915227,0.984407096,1.015121562,0.644111948,6,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.63384927,11.52049484,0,6.165775612,5.697039313,15.106723,0,0,0,12.13273414,38.36081224,23.54145845,11.46806745,0.461538462,0.216030727,0.136975864,7,0.230769231,0.305447461,0.672458127,0.827085302,0.913855507,0.913855507,0.913855507,2.9912,92.5151,9.340461986,0,4.899909731,4.992404733,12.71053202,19.41213257,64.04582752,0,11.32369891,3.970291914,0,5.283203729,3.044522438,6.760414691,5.283203729,8.317033476,7.273092596,9.918523937,28.66666667,11.42281453,0,0,5.84618528,0,0,0,3.288209476,0,41.952,0,0,10.97971949,0,0,0,-0.422051159,0,0,2.848490275,4.073521113,0.033954546,0,0,0,47.52871806,5.316788604,5.687386275,0,36.29894094,6.544756406,10.11431827,5.760247419,57.5808175,0,11.32369891,0,27.17142619,28.26243952,41.34509804,0,0,3.962851399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.63510561,0,0,0,0.727895755,0,3.06368465,0,0,0,0,0,0,0,0,0,0,-0.67022873,0,2.031900551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.05270181,69.17692593,152.2965223,187.3160723,206.9675568,206.9675568,206.9675568,660,124.3462042,73.85028651,83.91,83.91,0.857142857,8.38569188,5.700439718,240.94,0,0,0,0,0,0,0,5.84618528,52.32048139,1473,32,1.785912678,0.811612224,0,0,0.287457479,0.051134367,0,0,0,0,0,0,0.23570226,0.077053839,0.386082763,0.111877533,0.531795986,0.10863923,13.49214745,11.52487714,7.563370344,10.6959748,5.825276377,8.086821969,3.594969128,7.061307192,2.518701446,4.850556848,1.446126708,3.443866032,0.838391101,2.484011867,0.512983365,3.312484149,1.102683422,5.327958637,1.411986058,6.787412976,1.426680903,78.87481178,41.50335129,26.96663938,24.84956936,24.84956936,24.84956936,124,143,47.198274,24.379726,0.404761905,124.07,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,11,42,0,1,44,11,3,8,36,14,26,30,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,1,2,24,7,0,4,3,0,3,6,0,0,0,1,2,3.569532696,7.1348535,4.123093976,4.6455921,5.188432744,5.540037303,5.813943947,6.19529785,6.528323348,6.876329109,-0.27
2,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,34.14285714,6.7896,3.761904762,10.96296296,160.7307625,135.7963542,1.735495254,6.847519048,8.240398976,255.0110588,35.63636364,6.673288636,4.340909091,8.803030303,146.5186353,138.770737,2.012748084,6.831061364,8.114435273,297.0896766,30.88235294,6.758630882,3.985294118,9.333333333,149.7113121,118.8333904,1.835121815,6.878852941,8.161955559,268.6743164,25.95454545,6.612770455,3.363636364,6.776515152,157.2433634,97.54150861,1.545139764,6.709661364,8.108685,222.1128086,10.0861678,0.174905896,0.031441909,0.657596372,4.268833459,1.70049038,45.82074053,0.278008083,0.156674603,0.1153202,44.85793979,1.616213152,-0.021039878,-0.019754041,0.077252113,-0.124653565,0.023337394,6.913453517,-0.004191982,-0.014591162,-0.003141014,3.015129141,-0.239529145,0.040646345,0.00624775,-0.113478725,0.288044848,-0.219465961,-1.185675987,-0.027201364,0.033442484,0.026377217,-7.014579385,-0.819934034,-0.028950917,-0.003799877,-0.099154813,-0.494903685,-0.441722272,-3.67939624,-0.040738779,-0.023412374,-0.021783105,-5.189338654,21.71672029,16.30734256,9.477821204,1434,285.1632,158,460.4444444,6750.692025,5703.446875,72.89080067,287.5958,346.096757,10710.46447,1568,293.6247,191,387.3333333,6446.819952,6105.912426,88.56091568,300.5667,357.035152,13071.94577,2100,459.5869,271,634.6666667,10180.36922,8080.670547,124.7882834,467.762,555.012978,18269.85352,2284,581.9238,296,596.3333333,13837.41598,8583.652758,135.9722992,590.4502,713.56428,19545.92716,2129,597.597,257,603.6666667,14250.7806,7878.533918,119.0948351,602.0114,729.070806,17269.80222,1773,515.5758,227,498.3333333,12527.26979,6580.289271,106.0919633,520.026,633.774824,15493.88147,1528,440.5247,209,437.3333333,10577.25201,5672.456689,101.8364719,445.8143,539.54923,14606.99443,1317,416.4149,203,366.6666667,10453.90633,4831.775961,100.8356042,423.0243,517.03707,13869.29738,1292,390.4839,192,342,9981.180614,4804.211922,91.14524353,397.0946,489.506364,12426.6856,423.6190476,7.346047619,1.32056019,27.61904762,179.2910053,71.42059597,1924.471102,11.67633951,6.580333333,4.843448405,1884.033471,71.11337868,-0.925754649,-0.869177804,3.399092971,-5.484756866,1.026845341,304.1919548,-0.184447221,-0.642011111,-0.138204615,132.6656822,-16.28798186,2.763951474,0.424846995,-7.716553288,19.58704963,-14.92368538,-80.62596713,-1.849692743,2.274088889,1.793650773,-476.9913982,-72.15419501,-2.547680726,-0.334389138,-8.725623583,-43.55152431,-38.87155995,-323.7868691,-3.585012588,-2.060288889,-1.916913277,-456.6618016,-162.9251701,-1.744989116,0.219552237,-1.496598639,-24.80120937,-9.68290287,-728.5984659,-1.384355305,-1.690733333,-1.222627338,-361.4086907,-48.3015873,-2.260077778,-0.271935165,0.888888889,-22.86419753,13.54179058,-192.4850036,2.571145786,-2.006444444,-1.63994448,499.2878784,-67.91609977,0.877176417,0.301876777,1.179138322,-28.3398841,24.00457822,-319.5856491,0.481082882,0.433411111,0.77470595,-148.6645911,-9.154195011,1.071876417,-0.216259291,0.464852608,3.623078861,14.64407604,-60.10410755,-0.11988814,0.768211111,0.858081973,-252.6228656,134.0090703,1.873989342,0.135676297,-3.990929705,50.2920131,-13.06689024,610.1300662,-1.119110597,1.920911111,0.867428859,2.599442605,0.537014667,0.444939126,0.311772604,0.320457302,0.592715669,0.748048894,0.899975873,0.916303644,0.916303644,1.376636726,1130.39737,0,3,0,0,14,0,1,0,0,3.523125224,1.935072113,1.029030499,0.142857143,0.047619048,0.047619048,16,742,15.99259644,18.31886156,27.71369585,5.687386275,0,54.72778012,12.13273414,0,19.93457364,5.106527395,0,-4.189898244,0.808375317,0.786389322,1.547752308,0.691521505,1.113822964,0.789618806,1.146614474,0.736127395,0.714544686,0.804412258,0.851850964,0.517253037,0.588586368,0.695190144,1.212331538,0.84401648,1.079616391,0.516152893,0.53375832,1.017655806,1.116327818,1.043367027,0.977261302,1.043345703,1.309819088,1.103627512,1.187340152,1.023174456,1.049020379,1.062688358,7,0.169268442,3.555555556,1.875,1.626666667,0.986111111,0.323265306,0.409722222,0.348450491,0.145625,1.869192199,3.45724531,4.363286924,5.24946028,5.344698375,5.344698375,0.233333333,0.009403802,0.084656085,0.044642857,0.043963964,0.029882155,0.01077551,0.015758547,0.01451877,0.006619318,0.493554342,22.68,159.6375872,0.160240558,-0.120292562,-0.628271039,-0.02920085,0.01372392,0.150880441,-0.015078635,-0.093130356,-0.027237327,0.067215061,-0.023748281,0.232389795,0.198707714,0.067476244,-0.129060396,-0.025876404,-0.097843788,0.213451848,0.228730242,-0.156373195,-0.08129292,-0.165522821,-0.120853875,-0.115934175,-0.2597617,-0.080299799,-0.146538111,-0.149433113,-0.188892366,-0.115683838,21.3152806,37.92610238,47.73195776,49.67312527,50.38812527,50.38812527,82,42,51,61,73,70,72,75,80,398.0684905,30,4.976733742,5.802118375,6.670766321,7.512617545,8.382289429,9.229848838,10.1003282,10.95064864,11.82181359,0.817460317,1.028761905,1.11992758,0.789738375,0.722912774,1.014379085,1.038038012,0.704421409,11,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.21305479,17.1308261,0,0,10.02329115,4.722094864,18.19631269,10.22850025,0,6.066367068,54.59730362,6.196843572,16.27025602,0.5,0.183395169,0.122631533,8,0.2,0.346639868,0.641142766,0.809167299,0.973507282,0.991169094,0.991169094,3.7016,100.7296,23.42538896,0,4.983978521,10.22850025,4.895483476,4.722094864,72.42396575,0,5.749511833,4.110873864,0,5.433722004,0,6.946013991,0,8.538758969,0,10.17164271,34.33333333,15.74883446,3.91223387,0,0,0,0,0,0.146374304,0,43.208,0,0,35.69317086,0,0,0,0,-3.794932348,0,0,7.832342178,-1.287485738,0,0,0,47.03695834,4.722094864,17.19263533,5.749511833,29.58413558,10.02329115,0,10.35798868,81.98449798,0,0,0,33.16901174,30.36233653,42.60392157,0,0,0,0,0,0,0,0,0,0,18.47107083,0,0,0,0,0,0,43.5975965,0,0,0,0,0,2.361724912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.58569917,78.50607235,145.204303,183.2580508,220.4773318,224.4773318,224.4773318,664,133.4471647,63.20101154,149.69,141.31,1,8.675606203,5.906890596,270.22,0,0,0,0,0,0,0,24.68202024,58.19624544,2428,42,2.512305176,1.054231264,0.204124145,0.051031036,0.580769521,0.149164081,0.102062073,0.017010345,0,0,0,0,0,0,0.253436788,0.076679239,0.32819863,0.092410595,15.03641068,13.34817378,9.353178106,12.55597419,7.20338472,9.697569828,4.912967947,7.645099262,3.192993349,5.904928439,2.118737289,3.713941697,1.182904391,2.472976855,0.655140015,4.731171694,1.801362864,6.779894045,2.040603316,9.177829474,2.278677796,89.69709555,57.32415896,34.61673627,29.03265587,27.74034447,27.74034447,144,165,50.705102,24.418898,0.523809524,144.1,6.097222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18,42,0,0,44,18,4,13,31,22,30,22,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,1,28,10,0,4,5,0,3,6,1,0,0,1,3,3.784189634,7.494534492,4.412798293,4.914491434,5.428797233,5.94787179,6.122629862,6.466290515,6.713753271,7.126639773,-2.69
