,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles
4499,2456615,CHEMBL948522,CHEMBL172614,LogD,,=,1.32,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN1C(=O)c2ccccc2C1=O
4500,2456616,CHEMBL948522,CHEMBL502075,LogD,,=,0.87,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN1Cc2ccccc2C1=O
4501,2456617,CHEMBL948522,CHEMBL481961,LogD,,=,1.69,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CCN1C(=O)Cc2ccccc21
4502,2456618,CHEMBL948522,CHEMBL41326,LogD,,=,1.25,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN1C(=O)Cc2ccccc21
4503,2456619,CHEMBL948522,CHEMBL388086,LogD,,=,1.32,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,O=C1CCCN1Cc1ccccc1
4504,2456620,CHEMBL948522,CHEMBL460028,LogD,,=,1.83,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN(C)C(=O)Cc1ccc(Br)cc1
4505,2456621,CHEMBL948522,CHEMBL481312,LogD,,=,1.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CC(=O)N(C)c1ccccc1
4506,2456622,CHEMBL948522,CHEMBL453210,LogD,,=,0.71,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CN(C)C(=O)c1ccccc1
4507,2456623,CHEMBL948522,CHEMBL274467,LogD,,=,1.61,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,CC(=O)c1ccccc1
4508,2456624,CHEMBL948522,CHEMBL457734,LogD,,=,1.74,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2c(c1)COC2
4509,2456625,CHEMBL948522,CHEMBL278024,LogD,,=,2.15,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,COc1ccccc1
4510,2456626,CHEMBL948522,CHEMBL508432,LogD,,=,1.49,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2nocc2c1
4511,2456627,CHEMBL948522,CHEMBL510309,LogD,,=,1.97,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2scnc2c1
4512,2456628,CHEMBL948522,CHEMBL451894,LogD,,=,1.56,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2ocnc2c1
4513,2456629,CHEMBL948522,CHEMBL345855,LogD,,=,1.34,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Cn1cnc2ccccc21
4514,2456630,CHEMBL948522,CHEMBL14192,LogD,,=,1.55,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc(Cn2ccnc2)cc1
4515,2456631,CHEMBL948522,CHEMBL450643,LogD,,=,0.79,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1cnc2cccnc2c1
4516,2456632,CHEMBL948522,CHEMBL39444,LogD,,=,1.31,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2nccnc2c1
4517,2456633,CHEMBL948522,CHEMBL12315,LogD,,=,2.09,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2cnccc2c1
4518,2456634,CHEMBL948522,CHEMBL14474,LogD,,=,1.99,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,c1ccc2ncccc2c1
4519,2456635,CHEMBL948522,CHEMBL509579,LogD,,=,1.23,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask technique",P,Clc1ccccn1
4599,2479001,CHEMBL1032405,CHEMBL461034,LogD,,=,3.2,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,CC(C)(C)NC(=O)N1CC=C(c2cn(-c3ccccc3F)nn2)CC1
4600,2479012,CHEMBL1032405,CHEMBL453249,LogD,,=,3.0,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3cccnc3)nn2)CC1
4601,2479019,CHEMBL1032405,CHEMBL452618,LogD,,=,3.1,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,CC(C)(C)OC(=O)N1CC=C(c2cn(-c3ncccc3F)nn2)CC1
4602,2479023,CHEMBL1032405,CHEMBL456823,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,Cc1c(C2=CCN(C(=O)OC(C)(C)C)CC2)nnn1-c1ncccc1F
4603,2479027,CHEMBL1032405,CHEMBL457026,LogD,,=,2.8,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,CC(C)OC(=O)N1CC=C(c2cn(-c3cccnc3F)nn2)CC1
4604,2479031,CHEMBL1032405,CHEMBL456196,LogD,,=,2.8,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,Cc1c(C2=CCN(C(=O)OC(C)C)CC2)nnn1-c1cccnc1F
4605,2479035,CHEMBL1032405,CHEMBL502882,LogD,,=,2.1,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4 by shake flask method",P,Cc1c(C2=CCN(C(=O)N(C)C(C)C)CC2)nnn1-c1cccnc1F
4612,2498649,CHEMBL981502,CHEMBL480637,LogD,,=,3.2,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CCNC(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4613,2498650,CHEMBL981502,CHEMBL516195,LogD,,=,3.6,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CC(C)NC(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4614,2498651,CHEMBL981502,CHEMBL479863,LogD,,=,2.8,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
4615,2498652,CHEMBL981502,CHEMBL515569,LogD,,=,3.2,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CCN(C)C(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4616,2498653,CHEMBL981502,CHEMBL515895,LogD,,=,3.4,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CCN(CC)C(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4617,2498654,CHEMBL981502,CHEMBL508906,LogD,,=,3.6,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CCCN(CCC)C(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4618,2498655,CHEMBL981502,CHEMBL514798,LogD,,=,3.2,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N4CCCC4)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
4619,2498656,CHEMBL981502,CHEMBL474459,LogD,,=,2.3,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)CCO)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
4620,2498657,CHEMBL981502,CHEMBL473243,LogD,,=,2.8,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,COCCN(C)C(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4621,2498659,CHEMBL981502,CHEMBL479661,LogD,,=,2.8,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](CO)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
4622,2498660,CHEMBL981502,CHEMBL479860,LogD,,=,2.5,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](CS(C)(=O)=O)CC[C@@H]3NC(=O)c3cc4cc(Cl)ccc4[nH]3)sc2C1
4623,2498661,CHEMBL981502,CHEMBL479662,LogD,,=,2.4,CHEMBL2362975,,"Octanol-Japanese pharmacopoeia second fluid distribution coefficient, Log D after 30 mins by shake-flask method",P,CC(=O)[C@H]1CC[C@H](NC(=O)c2cc3cc(Cl)ccc3[nH]2)[C@H](NC(=O)c2nc3c(s2)CN(C)CC3)C1
4646,2513831,CHEMBL1021967,CHEMBL522456,LogD,,=,4.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,N#Cc1ccnc(C2=NC(c3ccc(F)cc3)(c3ccc(F)cc3)CN2)c1
4647,2513832,CHEMBL1021967,CHEMBL490937,LogD,,=,3.5,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,Fc1ccc(C2(c3ccc(F)cc3)CNC(c3cnccn3)=N2)cc1
4648,2513833,CHEMBL1021967,CHEMBL523134,LogD,,=,4.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1
4649,2513837,CHEMBL1021967,CHEMBL523305,LogD,,=,3.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,N#Cc1ccnc(C2=NC(c3ccc(F)cc3)(c3ccc(F)cc3)[C@H](CO)N2)c1
4650,2513838,CHEMBL1021967,CHEMBL491119,LogD,,=,3.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cnccn2)=NC1(c1ccc(F)cc1)c1ccc(F)cc1.Cl
4651,2513839,CHEMBL1021967,CHEMBL491288,LogD,,=,3.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(C#N)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4652,2513840,CHEMBL1021967,CHEMBL490123,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(C#N)ccn2)=N[C@]1(c1ccc(F)cc1)c1ccc(F)nc1
4653,2513841,CHEMBL1021967,CHEMBL521932,LogD,,=,2.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(C#N)ccn2)=NC1(c1ccc(F)nc1)c1ccc(F)nc1
4654,2513842,CHEMBL1021967,CHEMBL506163,LogD,,=,3.5,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,COc1ccc([C@]2(c3ccc(F)cc3)N=C(c3cc(C#N)ccn3)N[C@H]2C)cn1.Cl
4655,2513845,CHEMBL1021967,CHEMBL521947,LogD,,=,3.6,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cccc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4656,2513846,CHEMBL1021967,CHEMBL491894,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cccc(S(C)(=O)=O)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4657,2513847,CHEMBL1021967,CHEMBL491895,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cncc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4658,2513848,CHEMBL1021967,CHEMBL523821,LogD,,=,3.3,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4659,2513849,CHEMBL1021967,CHEMBL490561,LogD,,=,3.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2ccnc(C#N)c2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4660,2513850,CHEMBL1021967,CHEMBL491567,LogD,,=,2.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2nccc(C#N)n2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4661,2513851,CHEMBL1021967,CHEMBL490902,LogD,,=,3.6,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,COc1ccnc(C2=N[C@@](c3ccc(F)cc3)(c3ccc(F)nc3)[C@H](C)N2)c1
4662,2513852,CHEMBL1021967,CHEMBL490903,LogD,,=,3.8,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(Cl)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1.Cl
4663,2513853,CHEMBL1021967,CHEMBL489725,LogD,,=,2.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cc(C(N)=O)ccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4664,2513854,CHEMBL1021967,CHEMBL523776,LogD,,=,2.5,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cnccn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4665,2513855,CHEMBL1021967,CHEMBL489726,LogD,,=,2.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cccc(=O)[nH]2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4666,2513856,CHEMBL1021967,CHEMBL523945,LogD,,=,3.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2cnsn2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4667,2513857,CHEMBL1021967,CHEMBL489732,LogD,,=,3.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,C[C@@H]1NC(c2nccs2)=N[C@@]1(c1ccc(F)cc1)c1ccc(F)nc1
4779,2608779,CHEMBL1014349,CHEMBL471405,LogD,,=,2.26,CHEMBL2362975,,"n-Octanol-phosphate buffer distribution coefficient, log D at pH 7.4",P,CC(C)(C)CC[C@@]1(C)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C([O-])c2ccccc21.[Na+]
4780,2608782,CHEMBL1014349,CHEMBL471831,LogD,,=,1.45,CHEMBL2362975,,"n-Octanol-phosphate buffer distribution coefficient, log D at pH 7.4",P,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c([O-])c3ccccc3n(NC3CCC3)c1=O)N2.[Na+]
4803,2617124,CHEMBL1019503,CHEMBL468626,LogD,,=,3.3,CHEMBL2362975,,"Octanol-neutral buffer distribution coefficient, log D at pH 7.4",P,CN(C)Cc1ccccc1C(=O)N(CCc1ccc(Cl)cc1)C1CCC2(CC1)OCCO2
4804,2617125,CHEMBL1019503,CHEMBL468625,LogD,,=,3.4,CHEMBL2362975,,"Octanol-neutral buffer distribution coefficient, log D at pH 7.4",P,CCc1ccccc1C(=O)N(C1CCC2(CC1)OCCO2)[C@H](CCN1CCOCC1)Cc1ccc(Cl)cc1
4805,2617127,CHEMBL1019503,CHEMBL468430,LogD,,=,4.6,CHEMBL2362975,,"Octanol-neutral buffer distribution coefficient, log D at pH 7.4",P,CN(C)CC(Cc1ccc(Cl)cc1)N(C(=O)c1cccc2ccccc12)C1CCC2(CC1)OCCO2
4806,2617128,CHEMBL1019503,CHEMBL514743,LogD,,=,4.6,CHEMBL2362975,,"Octanol-neutral buffer distribution coefficient, log D at pH 7.4",P,Cc1nc(-c2csc3ccccc23)n(C2CCC3(CC2)OCCO3)c1Cc1ccc(Cl)cc1
4807,2617164,CHEMBL1019503,CHEMBL458007,LogD,,=,4.0,CHEMBL2362975,,"Octanol-neutral buffer distribution coefficient, log D at pH 7.4",P,COc1cccc(-c2ncc(Cc3ccc(Cl)cc3)n2C2CCC3(CC2)OCCO3)c1
4809,2620848,CHEMBL1025445,CHEMBL327027,LogD,,=,3.72,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
4810,2620849,CHEMBL1025445,CHEMBL466699,LogD,,=,4.06,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,O=[N+]([O-])c1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
4811,2620850,CHEMBL1025445,CHEMBL467498,LogD,,=,3.89,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,O=[N+]([O-])c1cccc(-c2nc(-c3ccccc3)c[nH]2)c1
4812,2620851,CHEMBL1025445,CHEMBL466587,LogD,,=,3.62,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
4813,2620852,CHEMBL1025445,CHEMBL467325,LogD,,=,3.84,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1cccc(-c2nc(-c3ccccc3)c[nH]2)c1
4814,2620853,CHEMBL1025445,CHEMBL503978,LogD,,=,4.27,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,Clc1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
4815,2620854,CHEMBL1025445,CHEMBL499505,LogD,,=,4.54,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,Clc1cccc(-c2nc(-c3ccccc3)c[nH]2)c1
4816,2620855,CHEMBL1025445,CHEMBL509722,LogD,,=,4.9,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,FC(F)(F)c1ccc(-c2nc(-c3ccccc3)c[nH]2)cc1
4817,2620856,CHEMBL1025445,CHEMBL467326,LogD,,=,4.54,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,FC(F)(F)c1cccc(-c2nc(-c3ccccc3)c[nH]2)c1
4818,2620857,CHEMBL1025445,CHEMBL467327,LogD,,=,3.95,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,O=[N+]([O-])c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
4819,2620858,CHEMBL1025445,CHEMBL467695,LogD,,=,3.9,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,O=[N+]([O-])c1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
4820,2620859,CHEMBL1025445,CHEMBL467696,LogD,,=,3.66,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
4821,2620860,CHEMBL1025445,CHEMBL296572,LogD,,=,3.74,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
4822,2620861,CHEMBL1025445,CHEMBL451949,LogD,,=,4.53,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,Clc1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
4823,2620862,CHEMBL1025445,CHEMBL446905,LogD,,=,4.76,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,Clc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
4824,2620863,CHEMBL1025445,CHEMBL467700,LogD,,=,4.78,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,FC(F)(F)c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1
4825,2620864,CHEMBL1025445,CHEMBL305200,LogD,,=,4.72,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4 by shake-flask method",P,FC(F)(F)c1cccc(-c2c[nH]c(-c3ccccc3)n2)c1
4841,2625186,CHEMBL1008301,CHEMBL522555,LogD,,=,0.32,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1cc2cc(OCCCN3CCCCC3)ccc2[nH]1)N1CCOCC1
4842,2625187,CHEMBL1008301,CHEMBL496008,LogD,,=,1.95,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1cc2cc(OC3CCN(C4CC4)CC3)ccc2[nH]1)N1CCOCC1
4843,2625188,CHEMBL1008301,CHEMBL495611,LogD,,=,0.03,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1
4844,2625189,CHEMBL1008301,CHEMBL495612,LogD,,=,0.09,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1
4845,2625190,CHEMBL1008301,CHEMBL522715,LogD,,=,1.75,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCCCCC4)cc3c2)CC1
4846,2625191,CHEMBL1008301,CHEMBL522236,LogD,,=,0.59,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,COC1CCN(C(=O)c2cc3cc(OC4CCN(C(C)C)CC4)ccc3[nH]2)CC1
4847,2625192,CHEMBL1008301,CHEMBL496616,LogD,,=,-0.15,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(O)C4)cc3c2)CC1
4848,2625193,CHEMBL1008301,CHEMBL496617,LogD,,=,1.23,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCCC(F)(F)C4)cc3c2)CC1
4849,2625194,CHEMBL1008301,CHEMBL496816,LogD,,=,1.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1
4850,2625196,CHEMBL1008301,CHEMBL522243,LogD,,=,0.31,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1
4851,2625197,CHEMBL1008301,CHEMBL497030,LogD,,=,1.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCOCC2)n3CC(F)(F)F)CC1
4852,2625198,CHEMBL1008301,CHEMBL524077,LogD,,=,2.08,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC(F)(F)F)CC1
4853,2625199,CHEMBL1008301,CHEMBL497031,LogD,,=,1.67,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1
4854,2625201,CHEMBL1008301,CHEMBL495639,LogD,,=,1.31,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(C)(=O)=O)CC1
4855,2625202,CHEMBL1008301,CHEMBL503070,LogD,,=,3.04,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(=O)(=O)c2ccc(F)cc2)CC1
4856,2625203,CHEMBL1008301,CHEMBL521710,LogD,,=,1.13,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC#N)CC1
4857,2625204,CHEMBL1008301,CHEMBL523948,LogD,,=,3.38,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3-c2ccc(Cl)c(Cl)c2)CC1
4858,2625205,CHEMBL1008301,CHEMBL489855,LogD,,=,0.35,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCS(=O)(=O)CC2)n3CC(F)(F)F)CC1
4859,2625206,CHEMBL1008301,CHEMBL483672,LogD,,=,2.09,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1cc2cc(OC3CCN(C4CCC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1
4860,2625207,CHEMBL1008301,CHEMBL520148,LogD,,=,1.83,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1cc2cc(OC3CCN(C4COC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1
