,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,error
1252,25910646,CHEMBL5525098,CHEMBL5564317,Papp,10^-6 cm/s,=,31.7,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2)cc1OC,
1253,25910647,CHEMBL5525098,CHEMBL5561327,Papp,10^-6 cm/s,=,2.36,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-c5cccnc5)c4)CC3)cc2)cc1OC,
1254,25910648,CHEMBL5525098,CHEMBL5562012,Papp,10^-6 cm/s,=,0.27,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1255,25910649,CHEMBL5525098,CHEMBL5566609,Papp,10^-6 cm/s,<,0.08,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-c5cccnc5)c4)CC3)cc2)cc1OC,
1256,25910650,CHEMBL5525098,CHEMBL5542838,Papp,10^-6 cm/s,=,0.4,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1257,25910651,CHEMBL5525098,CHEMBL5532625,Papp,10^-6 cm/s,<,0.08,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1258,25910652,CHEMBL5525098,CHEMBL1751,Papp,10^-6 cm/s,=,12.05,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,
1259,25910653,CHEMBL5525098,CHEMBL428647,Papp,10^-6 cm/s,=,17.1,CHEMBL612558,,Apparent permeability of compound across basolateral to apical side in human Caco-2 cells,A,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,
1260,25910660,CHEMBL5525100,CHEMBL5564317,Papp,10^-6 cm/s,=,219.0,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)cc2)cc1OC,
1261,25910661,CHEMBL5525100,CHEMBL5561327,Papp,10^-6 cm/s,=,1.29,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-c5cccnc5)c4)CC3)cc2)cc1OC,
1262,25910662,CHEMBL5525100,CHEMBL5562012,Papp,10^-6 cm/s,=,0.17,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1263,25910663,CHEMBL5525100,CHEMBL5566609,Papp,10^-6 cm/s,=,0.06,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(N3CCN(Cc4cccc(-c5cccnc5)c4)CC3)cc2)cc1OC,
1264,25910664,CHEMBL5525100,CHEMBL5542838,Papp,10^-6 cm/s,=,0.55,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cnc3ccccc3c2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1265,25910665,CHEMBL5525100,CHEMBL5532625,Papp,10^-6 cm/s,<,0.06,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1266,25910666,CHEMBL5525100,CHEMBL1751,Papp,10^-6 cm/s,=,0.98,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,
1267,25910667,CHEMBL5525100,CHEMBL428647,Papp,10^-6 cm/s,=,0.41,CHEMBL612558,,Apparent permeability of compound across apical to basolateral side in human Caco-2 cells,A,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,
1268,25910690,CHEMBL5525104,CHEMBL5532625,Papp,10^-6 cm/s,=,4.01,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 10 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1269,25910691,CHEMBL5525104,CHEMBL348475,Papp,10^-6 cm/s,=,2.23,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 10 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1270,25910692,CHEMBL5525105,CHEMBL5532625,Papp,10^-6 cm/s,=,6.24,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 10 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1271,25910693,CHEMBL5525105,CHEMBL348475,Papp,10^-6 cm/s,=,6.27,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 10 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1272,25910694,CHEMBL5525106,CHEMBL5532625,Papp,10^-6 cm/s,=,4.15,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 5 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1273,25910695,CHEMBL5525106,CHEMBL348475,Papp,10^-6 cm/s,=,2.12,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 5 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1274,25910696,CHEMBL5525107,CHEMBL5532625,Papp,10^-6 cm/s,=,3.48,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 5 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1275,25910697,CHEMBL5525107,CHEMBL348475,Papp,10^-6 cm/s,=,5.48,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 5 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1276,25910698,CHEMBL5525108,CHEMBL5532625,Papp,10^-6 cm/s,=,3.48,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 1 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1277,25910699,CHEMBL5525108,CHEMBL348475,Papp,10^-6 cm/s,=,2.2,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 1 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1278,25910700,CHEMBL5525109,CHEMBL5532625,Papp,10^-6 cm/s,=,7.3,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 1 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1279,25910701,CHEMBL5525109,CHEMBL348475,Papp,10^-6 cm/s,=,9.91,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 1 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1280,25910702,CHEMBL5525110,CHEMBL5532625,Papp,10^-6 cm/s,=,1.8,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 0.1 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1281,25910703,CHEMBL5525110,CHEMBL348475,Papp,10^-6 cm/s,=,2.2,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 0.1 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1282,25910704,CHEMBL5525111,CHEMBL5532625,Papp,10^-6 cm/s,=,10.2,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 0.1 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1283,25910705,CHEMBL5525111,CHEMBL348475,Papp,10^-6 cm/s,=,7.31,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 0.1 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1284,25910706,CHEMBL5525112,CHEMBL5532625,Papp,10^-6 cm/s,=,0.76,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 0.01 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1285,25910707,CHEMBL5525112,CHEMBL348475,Papp,10^-6 cm/s,=,0.2,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across apical to basolateral side at 0.01 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1286,25910708,CHEMBL5525113,CHEMBL5532625,Papp,10^-6 cm/s,=,15.6,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 0.01 uM,B,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1287,25910709,CHEMBL5525113,CHEMBL348475,Papp,10^-6 cm/s,=,8.9,CHEMBL4302,Homo sapiens,Inhibition of P-gp in human Caco-2 cells assessed as paclitaxel permeability across basolateral to apical side at 0.01 uM,B,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1288,25910710,CHEMBL5525114,CHEMBL5532625,Papp,10^-6 cm/s,=,50.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 10 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1289,25910711,CHEMBL5525114,CHEMBL348475,Papp,10^-6 cm/s,=,43.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 10 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1290,25910712,CHEMBL5525115,CHEMBL5532625,Papp,10^-6 cm/s,=,52.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 10 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1291,25910713,CHEMBL5525115,CHEMBL348475,Papp,10^-6 cm/s,=,52.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 10 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1292,25910714,CHEMBL5525116,CHEMBL5532625,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 5 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1293,25910715,CHEMBL5525116,CHEMBL348475,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 5 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1294,25910716,CHEMBL5525117,CHEMBL5532625,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 0.01 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1295,25910717,CHEMBL5525117,CHEMBL348475,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 0.01 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1296,25910718,CHEMBL5525118,CHEMBL5532625,Papp,10^-6 cm/s,=,52.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 5 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1297,25910719,CHEMBL5525118,CHEMBL348475,Papp,10^-6 cm/s,=,50.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 5 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1298,25910720,CHEMBL5525119,CHEMBL5532625,Papp,10^-6 cm/s,=,46.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 1 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1299,25910721,CHEMBL5525119,CHEMBL348475,Papp,10^-6 cm/s,=,48.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 1 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1300,25910722,CHEMBL5525120,CHEMBL5532625,Papp,10^-6 cm/s,=,55.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 1 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1301,25910723,CHEMBL5525120,CHEMBL348475,Papp,10^-6 cm/s,=,56.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 1 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1302,25910724,CHEMBL5525121,CHEMBL5532625,Papp,10^-6 cm/s,=,43.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 0.1 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1303,25910725,CHEMBL5525121,CHEMBL348475,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells assessed as drug recovery at 0.1 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1304,25910726,CHEMBL5525122,CHEMBL5532625,Papp,10^-6 cm/s,=,45.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 0.1 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1305,25910727,CHEMBL5525122,CHEMBL348475,Papp,10^-6 cm/s,=,48.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 0.1 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1306,25910728,CHEMBL5525123,CHEMBL5532625,Papp,10^-6 cm/s,=,56.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 0.01 uM,A,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(C(=O)Nc2ccc(C3CCN(Cc4cccc(-n5ccnc5)c4)CC3)cc2)cc1OC,
1307,25910729,CHEMBL5525123,CHEMBL348475,Papp,10^-6 cm/s,=,55.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells assessed as drug recovery at 0.01 uM,A,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,
1442,3021786,CHEMBL1048149,CHEMBL571780,Papp,10'-6 cm/s,=,1.5,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side in human Caco-2 cells,A,CC(=O)N[C@H]1C[C@@H](n2cnc(NC(=O)Cc3cccc4ccccc34)c2)C1,
1443,3021788,CHEMBL1048149,CHEMBL569587,Papp,10'-6 cm/s,=,26.0,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side in human Caco-2 cells,A,O=C(Cc1cccc2ccccc12)Nc1cn([C@H]2C[C@@H](NC(=O)c3ccccn3)C2)cn1,
1444,3021792,CHEMBL1048149,CHEMBL583658,Papp,10'-6 cm/s,=,13.9,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side in human Caco-2 cells,A,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc(NC(=O)Cc4cccc5ccccc45)c3)C2)n1,
1445,3079208,CHEMBL1068549,CHEMBL604271,permeability,10'-6 cm/s,=,17.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells,A,CCC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC,
1446,3079217,CHEMBL1068549,CHEMBL594160,permeability,10'-6 cm/s,=,35.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells,A,COC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC,
1447,3084028,CHEMBL1072587,CHEMBL595731,Papp,10'-6 cm/s,=,0.22,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)C3CCC(F)(F)CC3)c3cccc(F)c3)C[C@H]2C1,
1448,3084029,CHEMBL1072587,CHEMBL595760,Papp,10'-6 cm/s,=,2.98,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,
1449,3084030,CHEMBL1072587,CHEMBL595584,Papp,10'-6 cm/s,=,2.73,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,
1450,3084031,CHEMBL1072587,CHEMBL595610,Papp,10'-6 cm/s,=,2.55,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,
1451,3084032,CHEMBL1072587,CHEMBL593027,Papp,10'-6 cm/s,=,0.53,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,
1452,3084033,CHEMBL1072587,CHEMBL593042,Papp,10'-6 cm/s,=,0.44,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,
1453,3084034,CHEMBL1072587,CHEMBL593046,Papp,10'-6 cm/s,=,1.72,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,
1454,3084035,CHEMBL1072587,CHEMBL593080,Papp,10'-6 cm/s,=,1.59,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days,A,Cc1cc(C(F)(F)F)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CC(F)(F)C4)C3)C[C@H]2C1,
1455,3084036,CHEMBL1072588,CHEMBL595731,Papp,10'-6 cm/s,=,5.41,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days in presence of Pgp inhibitor elacridar,A,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CC[C@H](NC(=O)C3CCC(F)(F)CC3)c3cccc(F)c3)C[C@H]2C1,
1456,3084037,CHEMBL1072588,CHEMBL595760,Papp,10'-6 cm/s,=,14.9,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days in presence of Pgp inhibitor elacridar,A,Cc1ncnc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,
1457,3084038,CHEMBL1072588,CHEMBL595584,Papp,10'-6 cm/s,=,17.5,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days in presence of Pgp inhibitor elacridar,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4cccc(F)c4)CCN(C(=O)C(C)(C)C)CC3)C[C@H]2C1,
1458,3084039,CHEMBL1072588,CHEMBL595610,Papp,10'-6 cm/s,=,14.3,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days in presence of Pgp inhibitor elacridar,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CCN(C(=O)C4CCCC4)C3)C[C@H]2C1,
1459,3084040,CHEMBL1072588,CHEMBL593027,Papp,10'-6 cm/s,=,10.2,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells after 21 days in presence of Pgp inhibitor elacridar,A,Cc1cc(C#N)nc(C)c1C(=O)N1C[C@H]2CN(CCC3(c4ccccc4)CN(C(=O)C4CCC(F)(F)CC4)C3)C[C@H]2C1,
