,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,error
0,25864927,CHEMBL5511234,CHEMBL5557642,Papp,10^-6 cm/s,=,8.6,CHEMBL612558,,Apparent permeability across apical to basal side in human Caco-2 cells at 2 uM incubated for 2 hrs by LC-MS/MS analysis,A,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Nc4cccc(O)c4)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,
1,25864928,CHEMBL5511235,CHEMBL5557642,Papp,10^-6 cm/s,=,8.0,CHEMBL612558,,Apparent permeability across apical to basal side in human Caco-2 cells at 21 uM incubated for 2 hrs by LC-MS/MS analysis,A,CC(=O)OC[C@H]1O[C@@H](n2cnc3c(Nc4cccc(O)c4)ncnc32)[C@H](OC(C)=O)[C@@H]1OC(C)=O,
2,25865165,CHEMBL5511286,CHEMBL5559507,permeability,10^-6 cm/s,=,16.3,CHEMBL612558,,Passive permeability in human Caco-2 cells,A,Cc1ccc(CN2CCCCC2)cc1-c1noc(C)c1-c1ccc2c(c1)OCC(=O)N2,
3,25865391,CHEMBL5511341,CHEMBL5555218,Papp,10^-6 cm/s,=,1.9,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 5 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
4,25865392,CHEMBL5511341,CHEMBL5558610,Papp,10^-6 cm/s,=,2.5,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 5 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
5,25865393,CHEMBL5511342,CHEMBL5555218,Papp,10^-6 cm/s,=,2.2,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 6.8 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
6,25865394,CHEMBL5511342,CHEMBL5558610,Papp,10^-6 cm/s,=,2.8,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 6.8 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
7,25865395,CHEMBL5511343,CHEMBL5555218,Papp,10^-6 cm/s,=,2.2,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
8,25865396,CHEMBL5511343,CHEMBL5558610,Papp,10^-6 cm/s,=,2.4,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at pH 7.4 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
9,25865397,CHEMBL5511344,CHEMBL5555218,Papp,10^-6 cm/s,=,1.9,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 5 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
10,25865398,CHEMBL5511344,CHEMBL5558610,Papp,10^-6 cm/s,=,2.9,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 5 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
11,25865399,CHEMBL5511345,CHEMBL5555218,Papp,10^-6 cm/s,=,2.6,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 6.8 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
12,25865400,CHEMBL5511345,CHEMBL5558610,Papp,10^-6 cm/s,=,3.0,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 6.8 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
13,25865401,CHEMBL5511346,CHEMBL5555218,Papp,10^-6 cm/s,=,2.9,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 7.4 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(C(=O)Nc3cccc(C)n3)cc2)CC1.[I-],
14,25865402,CHEMBL5511346,CHEMBL5558610,Papp,10^-6 cm/s,=,3.1,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at pH 7.4 at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC[N+]1(C)CCN(c2ccc(NC(=O)c3cccc(C)n3)cc2)CC1.[I-],
15,25865409,CHEMBL5511350,CHEMBL27,Papp,10^-6 cm/s,=,20.0,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC(C)NCC(O)COc1cccc2ccccc12,
16,25865410,CHEMBL5511350,CHEMBL24,Papp,10^-6 cm/s,=,2.9,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,
17,25865411,CHEMBL5511350,CHEMBL1751,Papp,10^-6 cm/s,=,5.4,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,
18,25865412,CHEMBL5511351,CHEMBL1751,Papp,10^-6 cm/s,=,11.9,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at 5 ug/ml measured after 2 hrs by UPLC-MS/MS analysis,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,
19,25866266,CHEMBL5511555,CHEMBL5562889,permeability,10^-6 cm/s,=,7.5,CHEMBL612558,,Intrinsic permeability in human Caco-2 cells at 10 uM,A,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3c[nH]nc3-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)ccn2)c1,
20,25866267,CHEMBL5511555,CHEMBL5558799,permeability,10^-6 cm/s,=,64.0,CHEMBL612558,,Intrinsic permeability in human Caco-2 cells at 10 uM,A,C=CC(=O)Nc1ccc(OC)c(Nc2nccc(-c3c[nH]nc3-c3cccc(OC)c3)n2)c1,
21,25866268,CHEMBL5511555,CHEMBL5568120,permeability,10^-6 cm/s,<,0.36,CHEMBL612558,,Intrinsic permeability in human Caco-2 cells at 10 uM,A,C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4ccc5c(c4)CN(C)C5=O)c3)n2)C1,
22,25866269,CHEMBL5511555,CHEMBL5560320,permeability,10^-6 cm/s,=,30.0,CHEMBL612558,,Intrinsic permeability in human Caco-2 cells at 10 uM,A,C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4ncc(C5CC5)o4)c3)n2)C1,
23,25866270,CHEMBL5511555,CHEMBL5563485,permeability,10^-6 cm/s,=,42.0,CHEMBL612558,,Intrinsic permeability in human Caco-2 cells at 10 uM,A,C=CC(=O)N1CC[C@H](n2cc(-c3ccncc3)c(-c3cccc(NC(=O)c4cccc(OC)c4F)c3)n2)C1,
24,25867985,CHEMBL5511832,CHEMBL5558196,Papp,10^-6 cm/s,=,23.0,CHEMBL612558,,Apparent permeability across apical to basolateral in human Caco-2 cells at pH 6.5,A,Cc1cc(C#N)ncc1Oc1cc(Nc2ccc(N3CCOCC3)nn2)c2ncn(C)c2n1,
25,25870144,CHEMBL5512276,CHEMBL5557761,Papp,10^-6 cm/s,=,37.24,CHEMBL612558,,Permeability across apical to basolateral side in human Caco-2 cells,A,Cn1cc2c(n1)c(=O)n(-c1cccnc1C1CC1)c1cc(Cl)c(F)cc21,
26,25870145,CHEMBL5512277,CHEMBL5557761,Papp,10^-6 cm/s,=,34.85,CHEMBL612558,,Permeability across basolateral to apical side in human Caco-2 cells,A,Cn1cc2c(n1)c(=O)n(-c1cccnc1C1CC1)c1cc(Cl)c(F)cc21,
28,25874017,CHEMBL5513865,CHEMBL5559786,Papp,10^-6 cm/s,=,5.82,CHEMBL612558,,Apparent permeability across apical to basolateral side in human Caco-2 cells at 5 uM measured at 60 mins,A,CC(C)(C(=O)O)c1cccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,
30,25874019,CHEMBL5513866,CHEMBL5559786,Papp,10^-6 cm/s,=,6.06,CHEMBL612558,,Apparent permeability across basolateral to apical side in human Caco-2 cells at 5 uM measured at 60 mins,A,CC(C)(C(=O)O)c1cccc(CCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,
31,25876932,CHEMBL5514796,CHEMBL5542480,Papp,10^-6 cm/s,=,0.04,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c(C(F)(F)F)cc(=O)oc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,
32,25876933,CHEMBL5514796,CHEMBL5542868,Papp,10^-6 cm/s,=,0.15,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c(C(F)(F)F)cc(=O)oc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,
33,25876934,CHEMBL5514796,CHEMBL5567855,Papp,10^-6 cm/s,=,0.04,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC6=C(C7C(=O)N(c8ccccc8)C(=O)C7C=C6C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,
34,25876935,CHEMBL5514796,CHEMBL5523357,Papp,10^-6 cm/s,=,0.09,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC6=C(C7C(=O)N(c8ccccc8)C(=O)C7C=C6C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,
35,25876936,CHEMBL5514796,CHEMBL5557356,Papp,10^-6 cm/s,=,0.12,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC6=C(C7C(=O)N(c8ccccc8)C(=O)C7C=C6C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,
36,25876937,CHEMBL5514796,CHEMBL5557234,Papp,10^-6 cm/s,=,1.73,CHEMBL612558,,Apparent permeability of the compound in human Caco-2 cells,A,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c(C(F)(F)F)cc(C(=O)OC)c(C(=O)OC)c6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,
37,25879064,CHEMBL5515306,CHEMBL5559304,permeability,10^-6 cm/s,=,20.5,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,COc1cc(Nc2nccc(-c3cc(C(=O)N[C@@H](C)CN4CCC4)n(C)n3)n2)cc(OC)c1,
38,25879065,CHEMBL5515306,CHEMBL5559256,permeability,10^-6 cm/s,=,50.5,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@@H](C)CO)n(C)n3)n2)c1,
39,25879066,CHEMBL5515306,CHEMBL5564594,permeability,10^-6 cm/s,=,20.2,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@H](CO)C(C)C)n(C)n3)n2)c1,
40,25879067,CHEMBL5515306,CHEMBL5532120,permeability,10^-6 cm/s,=,11.2,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)NCCN(C)C)n(C)n3)n2)c1,
41,25879068,CHEMBL5515306,CHEMBL5560246,permeability,10^-6 cm/s,=,26.2,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@@H](C)CN4CCC4)n(C)n3)n2)c1,
42,25879069,CHEMBL5515306,CHEMBL5560136,permeability,10^-6 cm/s,=,2.4,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,Cc1cc(C)cc(Nc2nccc(-c3cc(C(=O)N[C@H]4CCCC[C@H]4N)n(C)n3)n2)c1,
43,25879070,CHEMBL5515306,CHEMBL5556121,permeability,10^-6 cm/s,=,0.5,CHEMBL612558,,Permeability of compound in human Caco-2 cells at 10 uM incubated for 120 mins by LC-MS/MS method,A,C[C@@H](CN1CCC1)NC(=O)c1cc(-c2ccnc(Nc3cc(Cl)cc(Cl)c3)n2)nn1C,
45,25885305,CHEMBL5516916,CHEMBL5563848,permeability,10^-6 cm/s,=,110.0,CHEMBL612558,,Permeability of compound from apical to basolateral side in human Caco-2 cells,A,Cc1cc(-n2ncc(CN3C[C@@H](c4ccc5c(c4C)COC5=O)N[C@@H](C)C3)n2)ncc1C#N,
46,25885306,CHEMBL5516917,CHEMBL5563848,permeability,10^-6 cm/s,=,570.0,CHEMBL612558,,Permeability of compound from basolateral to apical side in human Caco-2 cells,A,Cc1cc(-n2ncc(CN3C[C@@H](c4ccc5c(c4C)COC5=O)N[C@@H](C)C3)n2)ncc1C#N,
47,25891450,CHEMBL5519487,CHEMBL5557040,permeability,10^-6 cm/s,=,0.6,CHEMBL612558,,Permeability across apical to basal side in human Caco-2 cells by LC-MS/MS analysis,A,CCn1c(CNC(=O)c2nc(Cl)cnc2N)[n+](CC)c2cc(OCC(=O)NCCOCP(C)(C)=O)ccc21,
48,25891451,CHEMBL5519487,CHEMBL5315634,permeability,10^-6 cm/s,<,0.2,CHEMBL612558,,Permeability across apical to basal side in human Caco-2 cells by LC-MS/MS analysis,A,CCn1c(CNC(=O)c2nc(Cl)cnc2N)[n+](CC)c2ccc(C(=O)N(C)CCN(C)C)cc21,
49,25893321,CHEMBL5520099,CHEMBL2086892,Papp,10^-6 cm/s,=,3.4,CHEMBL612558,,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured for 15 to 60 mins by LC-MS/MS analysis,A,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1cccc(Cn2ccnc2)c1,
50,25893322,CHEMBL5520099,CHEMBL5558894,Papp,10^-6 cm/s,=,4.9,CHEMBL612558,,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured for 15 to 60 mins by LC-MS/MS analysis,A,CC(C)Cc1cc(-c2cccc(C(=O)Cn3ccnc3C(C)(C)C)c2)c(S(=O)(=O)Nc2ncccn2)s1,
51,25893323,CHEMBL5520099,CHEMBL34124,Papp,10^-6 cm/s,=,1.8,CHEMBL612558,,Apparent permeability across apical to basal side in human Caco-2 cells at 5 uM measured for 15 to 60 mins by LC-MS/MS analysis,A,COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2,
52,25894814,CHEMBL5520739,CHEMBL3291398,Papp,10^-6 cm/s,=,0.63,CHEMBL612558,,Apparent permeability from apical to basolateral side in human Caco-2 cells at 100 uM measured upto 120 mins by LC-MS analysis,A,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,
53,25894815,CHEMBL5520739,CHEMBL5561773,Papp,10^-6 cm/s,=,0.48,CHEMBL612558,,Apparent permeability from apical to basolateral side in human Caco-2 cells at 100 uM measured upto 120 mins by LC-MS analysis,A,C=C[C@]1(C)C[C@@H](OC(=O)Cn2cc(-c3ccc(Cn4cnc5c(N6CCNCC6)ncnc54)nc3)nn2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,
54,2698843,CHEMBL1052562,CHEMBL558855,permeability,10'-6 cm/s,=,2.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCC[C@@H]2C(N)=O)cc2ccccc21,
55,2698844,CHEMBL1052562,CHEMBL539713,permeability,10'-6 cm/s,=,9.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCC[C@@H]2C(N)=O)cc2ccccc21,
56,2698845,CHEMBL1052562,CHEMBL540980,permeability,10'-6 cm/s,=,31.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CCOC(=O)N1CCN(CCCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2cc4ccccc4n(C(C)C)c2=O)C3)CC1,
57,2698846,CHEMBL1052562,CHEMBL538956,permeability,10'-6 cm/s,=,14.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CCOC(=O)N1CCN(CCCCCCCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2cc4ccccc4n(C(C)C)c2=O)C3)CC1,
58,2698847,CHEMBL1052562,CHEMBL549449,permeability,10'-6 cm/s,=,20.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCN(S(C)(=O)=O)CC2)cc2ccccc21,
59,2698848,CHEMBL1052562,CHEMBL555693,permeability,10'-6 cm/s,=,22.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCN(S(C)(=O)=O)CC2)cc2ccccc21,
60,2698849,CHEMBL1052562,CHEMBL549650,permeability,10'-6 cm/s,=,22.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCOCC2)cc2ccccc21,
61,2698850,CHEMBL1052562,CHEMBL559322,permeability,10'-6 cm/s,=,28.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCOCC2)cc2ccccc21,
62,2698851,CHEMBL1052562,CHEMBL559050,permeability,10'-6 cm/s,=,4.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN(C)CCCN(C)S(C)(=O)=O)cc2ccccc21,
63,2698852,CHEMBL1052562,CHEMBL553404,permeability,10'-6 cm/s,=,3.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN(C)CCCN(C)S(C)(=O)=O)cc2ccccc21,
64,2698853,CHEMBL1052562,CHEMBL555222,permeability,10'-6 cm/s,=,22.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCN(c3ccccc3)CC2)cc2ccccc21,
65,2698854,CHEMBL1052562,CHEMBL539651,permeability,10'-6 cm/s,=,20.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCN(c3ccccc3)CC2)cc2ccccc21,
66,2698855,CHEMBL1052562,CHEMBL561398,permeability,10'-6 cm/s,=,24.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCCCC2)cc2ccccc21,
67,2698856,CHEMBL1052562,CHEMBL551013,permeability,10'-6 cm/s,=,23.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCCCC2)cc2ccccc21,
68,2698857,CHEMBL1052562,CHEMBL555223,permeability,10'-6 cm/s,=,3.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCN2CCC(CNS(C)(=O)=O)CC2)cc2ccccc21,
69,2698858,CHEMBL1052562,CHEMBL540981,permeability,10'-6 cm/s,=,2.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCCCCN2CCC(CNS(C)(=O)=O)CC2)cc2ccccc21,
70,2698883,CHEMBL1052562,CHEMBL553405,permeability,10'-6 cm/s,=,19.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3CC(O)CN2CCN(S(C)(=O)=O)CC2)cc2ccccc21,
71,2698884,CHEMBL1052562,CHEMBL541968,permeability,10'-6 cm/s,=,20.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@H](O)CN2CCN(S(C)(=O)=O)CC2)cc2ccccc21,
72,2698885,CHEMBL1052562,CHEMBL538635,permeability,10'-6 cm/s,=,14.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN2CCN(S(C)(=O)=O)CC2)cc2ccccc21,
73,2703880,CHEMBL1052562,CHEMBL76370,permeability,10'-6 cm/s,=,11.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells assessed as permeability coefficient,A,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,
74,2720053,CHEMBL1056695,CHEMBL552026,Papp,10'-6 cm/s,=,12.4,CHEMBL614058,Homo sapiens,Apparent permeability across human Caco-2 cell membrane,A,O=C1CCCCN1C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,
75,2720917,CHEMBL1059108,CHEMBL554781,Papp,10'-6 cm/s,<,1.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cell membrane,A,C[C@@H](NC(=O)c1cc(NC(=O)CCC(O)(CCc2ccccc2)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,
76,2720919,CHEMBL1059108,CHEMBL540414,Papp,10'-6 cm/s,=,1.2,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cell membrane,A,CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)CCc1ccccc1)C(=O)Nc1ccccc1,
77,2913969,CHEMBL1044841,CHEMBL573829,Papp,10'6cm/s,=,6.8,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells,A,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,
78,2913970,CHEMBL1044842,CHEMBL573829,Papp,10'6cm/s,=,48.2,CHEMBL614058,Homo sapiens,Apparent permeability from basolateral to apical side of human Caco-2 cells,A,Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,
85,2927827,CHEMBL1042999,CHEMBL585186,permeability,10'-6 cm/s,=,39.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells,A,Nc1nonc1/C(=N/O)NCc1ccccc1,
86,2927833,CHEMBL1042999,CHEMBL584991,permeability,10'-6 cm/s,=,36.0,CHEMBL614058,Homo sapiens,Permeability across human Caco-2 cells,A,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,
87,2930830,CHEMBL1050862,CHEMBL570121,Papp,10'-6 cm/s,=,2.7,CHEMBL614058,Homo sapiens,Apparent permeability from basolateral to apical side of human Caco-2 cells,A,N#Cc1c(-c2cc(F)cc(-c3no[n+]([O-])c3C#N)c2)no[n+]1[O-],
88,2931172,CHEMBL1050862,CHEMBL583780,Papp,10'-6 cm/s,=,9.0,CHEMBL614058,Homo sapiens,Apparent permeability from basolateral to apical side of human Caco-2 cells,A,N#Cc1c(-c2cccs2)no[n+]1[O-],
89,2931173,CHEMBL1050862,CHEMBL585368,Papp,10'-6 cm/s,=,4.8,CHEMBL614058,Homo sapiens,Apparent permeability from basolateral to apical side of human Caco-2 cells,A,N#Cc1c(-c2ccc(Br)cc2)no[n+]1[O-],
91,2931175,CHEMBL1050861,CHEMBL27,Papp,10'-6 cm/s,=,20.3,CHEMBL614058,Homo sapiens,Apparent permeability from apical to basolateral side of human Caco-2 cells,A,CC(C)NCC(O)COc1cccc2ccccc12,
